disk_ID,vm_cpu,vm_memory,history_bandwidth_cpu_memory,avg_bandwidth,appid,create_time,finish_time,description,business_type
d9202b2d-5183-4ba9-ad0f-e42df8d676b5,4.0,16.0,522307.185515873,12681.715277777776,1253431691.0,2023-02-06 16:23:42,2023-05-22 02:32:12,默认项目_p-qcbj7-mysql-3fcb55d1-01_系统盘,infra-database
d4ace695-847a-4e86-8760-8bfb53dfc517,4.0,8.0,,6705.671626984127,1253783055.0,2023-03-03 17:47:07,2023-03-09 02:04:53,asg-8yzedsnx_as-tke-np-bzv8ye6z_系统盘,generic-autoscaling
df88e8a2-1850-47ec-a447-8d74370d6ec0,96.0,768.0,,7341.585317460317,1254024480.0,2022-12-06 17:16:55,2023-05-22 02:32:12,cls-cbhlgevz/pvc-9d9de6b5-7773-4e9f-9f93-ec27007a83c1_cvm-kube_node-maxwell-225.devops.bj7.tx.lan4_cvm-kube_node-maxwelldevops.bj7.tx.lan,infra-node
1cc51dc2-311a-4662-8988-8c35fa39dd7f,4.0,8.0,,9014.934027777776,1255355056.0,2022-08-04 11:48:15,2023-02-22 18:00:32,orch-spic-32-sched2-bj-tc_系统盘_国电投orch_orch-spicsched2-bj-tc,gov-public-service
838ea1a5-725b-4975-9b6a-49bbd29ebc8d,16.0,32.0,,10811.916666666666,1255355056.0,2022-09-22 14:58:01,2023-05-22 09:25:13,orch-wanda-32-rcs2-bj-tc_系统盘_万达orch_orch-wandarcs2-bj-tc,infra-node
d6d26c77-09f3-4c20-a24c-2b1f9a946c10,16.0,32.0,10811.916666666666,12692.877976190475,1255355056.0,2022-10-30 13:56:29,2023-02-22 18:00:32,orch-cnsic-24-influxdb-bj-tc_系统盘_中盐集团私有化orch_orch-cnsicinfluxdb-bj-tc,infra-database
0b9c05a6-e57d-4229-9fa9-aafab6385f15,8.0,32.0,,7505.660714285715,1255355056.0,2022-12-26 20:53:07,2023-02-03 10:02:50,orch-bigOrchdomain_audit3-bj-tc_orch-bigOrch-81-nat_audit3-bj-tc2_系统盘_国内orch_orch-bigOrch-84-domain_audit3-bj-tc,infra-coordination
b443c8ef-cdd5-4cac-a4be-0c174213bf28,32.0,64.0,28367.38938492064,12833.597222222224,1257415142.0,2023-03-10 19:27:12,2023-04-04 02:44:00,asg-686tjqov_as-tke-np-79iw6tcl1_系统盘,generic-autoscaling
89e71451-35ed-4959-9b52-315bc54707a7,2.0,4.0,,8321.113591269841,1257947852.0,2022-08-05 16:49:38,2023-02-22 04:00:35,未命名_数据盘_1_tc-uat-kafka,infra-message-queue
cdf9c68f-0902-4f76-840b-b031dd63729e,2.0,4.0,8321.113591269841,6140.664682539683,1257947852.0,2022-08-05 16:49:45,2023-02-22 04:00:35,tc-uat-kafka_未命名_系统盘,infra-message-queue
5275e6d6-d47e-4b9c-9720-108ff67f76c5,32.0,64.0,,7900.101686507936,1301026175.0,2021-10-12 12:30:16,2023-05-22 02:32:12,swg-docker-prod-02_默认项目_未命名_0,infra-node
07329b61-e74b-4eb3-8dff-4cd0271a3051,32.0,128.0,3303782.4682539683,9833.618551587302,1301181550.0,2022-11-11 14:46:17,2023-05-22 02:32:12,默认项目_emr-task17_数据盘_1_emr-Task-emr-gmz8tdmv_emr-Task.7951_emr-gmz8tdmv,ai-machine-learning
9bdd4a86-9594-446f-9772-a85d705a7175,32.0,128.0,13194931.52232143,7792.360119047619,1301181550.0,2023-01-05 14:27:12,2023-02-05 14:27:36,as-tke-np-dx7b4eex1_数据盘_1_asg-2ipnsoyn,infra-node
4a0d76c5-8e68-4a93-ba78-c189602ec15a,2.0,2.0,,6466.815972222223,1301555531.0,2023-02-24 22:46:36,2023-03-03 02:05:29,lh-1258113230-20230224649027707099391_默认项目_lh-cbs_lh-1258113230-lhins-0sszszxk,generic-unknown
90765b92-971c-4402-ada4-8e397b622087,4.0,8.0,,7803.835813492064,1302248489.0,2023-01-09 13:39:07,2023-02-09 13:39:19,asg-kdyd89ar_as-tke-np-mdm1yhjt1_系统盘,infra-node
2f20830e-5991-4f5c-ba4b-ae6249cad4e0,32.0,128.0,1629.016865079365,5011.202380952381,1302259445.0,2022-06-25 17:36:16,2023-05-22 02:32:12,cls-dyz4wcd3/pvc-397c29fa-2d36-4579-bdc0-db13db5cb203_prod-k8s-cxp-node-9.29eggy0t.0_prod-k8s-cxp-node29eggy0t.,infra-node
1d132e14-0a58-42a7-9e55-e4dbc95f07b1,8.0,16.0,,7163.567956349207,1304768263.0,2022-01-18 14:27:08,2025-01-18 14:27:19,PeopleSoft-NG-PRO_系统盘_默认项目,office-system
1b4757ea-206c-499d-ba3e-830103fe61f6,8.0,32.0,,6584.680059523809,1305504398.0,2022-09-13 10:19:28,2023-05-22 02:32:12,vm-cdwch-ts2n4cuo_数据盘_8,infra-database
26b4cdf3-afe4-4591-a9cd-3cdfa4bdeea7,8.0,32.0,6584.680059523809,7459.181051587301,1305504398.0,2022-09-13 10:19:46,2023-05-22 02:32:12,vm-cdwch-ts2n4cuo_数据盘_9,infra-node
ab7d3889-a645-44dc-9bd2-9400d964c2f5,4.0,16.0,298.921626984127,10646.02976190476,1305504398.0,2023-04-23 15:53:50,2023-05-23 15:54:13,vm-cdwdoris-v6p37jx7_数据盘_8,infra-database
60fec287-ceae-4908-8536-6c57d1a4a845,4.0,16.0,10646.02976190476,10669.130456349209,1305504398.0,2023-04-23 15:53:51,2023-05-23 15:54:13,vm-cdwdoris-v6p37jx7_数据盘_2,infra-database
85e601d2-dff9-43d9-88aa-8c1ac9313e30,4.0,16.0,10669.130456349209,10741.395833333334,1305504398.0,2023-04-23 15:53:57,2023-05-23 15:54:21,vm-cdwdoris-v6p37jx7_数据盘_5,infra-database
cc124ebc-f302-42d1-ab32-7183424687b9,16.0,64.0,148200.6517857143,7187.813492063492,1306128425.0,2022-10-31 21:30:09,2023-05-22 02:32:12,默认项目_cfs-4b79a186e-oss13_数据盘_1,infra-node
004f3855-520d-4d8e-9616-4a88df80efaf,16.0,64.0,7187.813492063492,5957.487599206349,1306128425.0,2022-10-31 21:30:09,2023-05-22 02:32:12,默认项目_cfs-4b79a186e-oss13_数据盘_3,generic-unknown
c151eb66-d3ed-43bd-b50e-e2e41b1c2dbf,16.0,64.0,5957.487599206349,7788.052579365079,1306128425.0,2023-01-03 17:27:29,2023-05-22 02:32:12,默认项目_cfs-4b79a186e-oss16_数据盘_3,infra-node
1f5afa10-4890-49b1-be29-dc34a7b70322,16.0,64.0,13368.92857142857,13204.817956349209,1306128425.0,2023-04-28 16:10:08,2023-05-22 02:32:12,cfs-4b79a186e-oss21_数据盘_5_默认项目,infra-node
114267fe-9313-4506-9266-f266e17b7db7,32.0,128.0,1751.328373015873,6674.136408730159,1306458289.0,2023-02-13 14:17:50,2023-03-13 14:18:04,"默认项目_emr-core,emr-Core_emr-8vv0ipk_emr-Core_emr-8vv0ipk6_emr-core4_系统盘",compute-simulation
2ee5ba73-0fe8-462f-bad0-5220047ba68b,4.0,8.0,,8014.868055555556,1306509427.0,2022-07-25 15:50:44,2023-02-26 14:02:20,泡玩_Kuaihou_WinWeb_PaoWanBJ_系统盘,game-service
c44ef2d4-fe39-4d1c-89e2-3941164403c5,2.0,8.0,,6073.94246031746,1306922583.0,2023-01-06 11:01:57,2023-02-04 00:00:28,默认项目_rcs-bj-prod-ml-1_系统盘,ai-machine-learning
cc6676cf-85c1-44da-b418-b47d394f9cd3,4.0,8.0,,6760.778769841269,1308798810.0,2022-12-26 14:12:58,2023-02-03 02:06:47,data-emrol-test_emr-Core_emr-o0vhqjn1_emr-core3_系统盘,dev-test-env
58a7a6a6-86ac-4e3a-836b-56f0efd1dc2e,2.0,8.0,908.0739087301588,6270.352678571428,1308798810.0,2022-12-26 14:12:59,2023-02-03 02:06:47,data-emrol-test_emr-Common_emr-o0vhqjn1_emr-common3_系统盘,dev-test-env
d9e38cec-05c0-4d1b-bc86-d18ca649e49d,4.0,16.0,,7361.869047619048,1311269001.0,2023-03-02 11:04:17,2023-04-02 11:04:30,tx-k8s-ru-magicoper-node-az7_系统盘_默认项目,infra-node
95842c44-0e48-4fac-88e7-d29b57b3c1b3,4.0,8.0,,5321.239583333333,1312388815.0,2023-05-05 15:57:19,2023-06-05 15:57:28,机票_B2B-TT-7_B2B-TT-14_系统盘,travel-hospitality
effb5300-f5ed-42d4-804e-53ff45a29b96,4.0,8.0,,9182.768353174602,1313601664.0,2023-01-08 21:57:53,2023-02-08 21:58:04,as-tke-np-qjjyfa293_系统盘_asg-48mmycbj,infra-node
df04f91e-ad48-445c-8329-b5d0a8898221,4.0,8.0,,5282.561507936508,1315241680.0,2023-05-08 13:34:59,2023-06-08 13:35:11,默认项目_图片视频前端服务器-2_系统盘,media-video-streaming
a030f214-fadd-492a-9ccb-4deac001f76b,8.0,32.0,,8792.701884920634,1251735782.0,2023-03-07 16:34:06,2023-05-22 02:33:00,as-tke-np-4jko8s4b3_cls-78hjwc8t/pvc-9ccf4e68-d665-47bf-a400-0bf6cb84f2e1,infra-node
666078c0-0426-4bcb-a5ef-22512cac6567,8.0,32.0,,6073.279265873016,1251911170.0,2022-12-09 11:11:50,2023-01-28 02:05:57,video-record400.hb.txyun65_数据盘_1_video-record464.hb.txyun,media-video-streaming
d6545c79-3692-4be1-82c6-8b0ba857bff3,8.0,32.0,6073.279265873016,5872.527281746032,1251911170.0,2022-12-09 11:11:50,2023-05-22 02:33:00,video-record437.hb.txyun_video-record400.hb.txyun38_数据盘_1,media-video-streaming
dfbf5ea9-4f54-4af7-a6bc-d80d4ce83210,8.0,32.0,5872.527281746032,6312.398313492064,1251911170.0,2022-12-09 11:11:50,2023-05-22 02:33:00,video-record460.hb.txyun_video-record400.hb.txyun61_数据盘_1,media-video-streaming
aae05992-5859-4ea4-ad82-90bf2922bbdb,8.0,32.0,6312.398313492064,6231.511408730159,1251911170.0,2022-12-09 11:11:50,2023-05-22 02:33:00,video-record438.hb.txyun_video-record400.hb.txyun39_数据盘_1,media-video-streaming
c9a338e0-5997-4960-b382-491f8d99316b,8.0,32.0,4143.745535714285,6142.0421626984125,1251911170.0,2022-12-20 11:09:25,2023-05-22 02:33:00,video-record477.hb.txyun42_数据盘_1_video-record518.hb.txyun,media-video-streaming
ea85baa2-7ed6-423d-bec0-34b23fa2c346,4.0,16.0,,12965.903273809525,1253431691.0,2022-04-13 15:38:21,2023-05-22 02:33:00,s-qcbj7-mysql-03a14603-02_系统盘_默认项目,infra-database
15ee4618-1141-4f6e-b345-8d442b2ae29b,2.0,8.0,,7277.558035714285,1253431691.0,2022-11-03 19:42:53,2023-05-22 02:33:00,默认项目_s-qcbj7-mysql-c60ca970-01_系统盘,infra-database
398dc3c4-d024-4119-a25f-ea8295ca0675,4.0,16.0,12965.903273809525,13095.711805555557,1253431691.0,2023-02-06 16:23:42,2023-03-28 00:01:43,p-qcbj7-mysql-3fcb55d1-03_系统盘_默认项目,infra-database
e87a664e-54b2-480b-afa2-ba13f0223cfc,16.0,32.0,230839.222718254,9360.434027777776,1253431691.0,2023-03-02 15:00:23,2023-05-22 02:33:00,默认项目_emr-Core_emr-r32yh7yc_emr-core2_系统盘,infra-node
0c5ca66d-7365-4dbb-9f12-b497a24f4602,2.0,2.0,,12184.983630952382,1253431691.0,2023-03-31 16:00:41,2023-05-22 02:33:00,t-qcbj7-dns-01_系统盘_默认项目,infra-node
2dcdaa54-f533-43ee-9a0c-7fc5eb1f9e56,64.0,256.0,492598.88740079367,6009.758432539683,1253431691.0,2023-04-27 10:48:55,2023-05-27 10:49:15,as-tke-np-r88btfed_系统盘_asg-k11ob6zd,infra-node
37be32ba-e1a5-4226-bdcd-6e60c3310518,8.0,32.0,,10502.205357142857,1255355056.0,2022-09-09 16:07:58,2023-04-04 12:35:10,orch-appex-58-rcs3-bj-tc_系统盘_微软orch_orch-appexrcs3-bj-tc,infra-coordination
d02331c4-fde5-4861-9f5d-85198464ab05,8.0,16.0,,8718.492063492064,1255355056.0,2022-11-01 21:11:21,2023-04-04 12:30:15,中交海外orch_orch-globalccccltd-43-sched2-bj-tc_系统盘_orch-globalccccltdsched2-bj-tc,infra-coordination
73aad7ab-182d-4a6a-9b9f-3124dc1aae46,16.0,128.0,,11476.837797619048,1256468630.0,2022-03-15 16:10:07,2023-05-22 02:33:00,g1_bj_m-tc7-cvm-gz01-20220315161000207_数据盘_1,generic-unknown
94eeb6fd-2525-4c57-99a7-00856e8428d1,32.0,256.0,23667.99156746032,6691.643353174603,1257202658.0,2023-03-29 14:35:25,2023-04-29 14:35:44,推荐平台内存型BB1_系统盘_数据中台-日上,ai-machine-learning
3cfb6a13-68d5-43d6-9b6f-aad8c8702edc,4.0,8.0,,8269.452876984127,1258960627.0,2022-08-24 16:10:57,2023-01-12 00:21:51,默认项目_GTSP-Prd-实名认证7_系统盘,game-service
5b9bf660-d50b-4896-84fc-a4c33899d160,4.0,8.0,8269.452876984127,11048.174107142857,1258960627.0,2023-05-08 16:02:02,2023-06-08 16:02:18,默认项目_xl-jenkins-slave-ops-0001_数据盘_1,dev-test-env
84e06702-f11f-4841-b0f4-2ebf34181e0a,16.0,64.0,2892.5828373015875,12155.16617063492,1301181550.0,2021-08-11 16:40:19,2023-02-24 02:07:59,emr-master-second_系统盘_emr-Masteremr-6kox2dlt_大数据_emr-Master.2_emr-6kox2dlt,compute-simulation
35e61820-9812-4b65-99e6-c9f600675b35,32.0,128.0,7373972.989583333,9675.598214285714,1301181550.0,2022-11-11 14:46:17,2023-05-22 02:33:00,emr-task7_数据盘_1_默认项目_emr-Task-emr-gmz8tdmv_emr-Task.7941_emr-gmz8tdmv,compute-simulation
18d52270-96f0-4c3f-ae98-588a3ec59a94,32.0,128.0,9675.598214285714,9772.955853174602,1301181550.0,2022-11-11 14:46:17,2023-05-22 02:33:00,emr-Task.7950_emr-gmz8tdmv_默认项目_emr-Task-emr-gmz8tdmv_emr-task16_数据盘_1,compute-simulation
705e306d-d94f-45ed-ac53-b7704ff3ffd2,32.0,128.0,9772.955853174602,8298.059523809523,1301181550.0,2022-11-11 14:46:29,2023-03-05 02:07:02,默认项目_emr-task6_系统盘_emr-Task-emr-gmz8tdmv_emr-Task.7940_emr-gmz8tdmv,compute-simulation
bb183e58-cb4a-44d4-a3a9-fb13daf97fae,4.0,4.0,,5926.820436507936,1301555531.0,2022-12-30 09:51:36,2023-04-04 02:44:57,默认项目_lh-1306019477-lhins-g4ksc1c8_lh-1306019477-20221230608025007408711_lh-cbs,generic-unknown
7907f675-41f9-4b3a-9a6a-2ce7c2f4dc3e,8.0,32.0,,7649.963293650793,1304768263.0,2021-08-05 14:43:08,2024-08-05 14:43:25,【生产】grow event master mysql node01_默认项目_增长MySQL主从1_系统盘,infra-database
47510be3-0783-44fa-aab9-733b13c5a1a0,8.0,16.0,408.6661706349207,8072.656746031746,1304768263.0,2021-11-12 10:52:59,2023-05-22 02:33:00,CVM_【生产】guanwang master mysql node01市场部_txy-pro-guanwang-mysql-node1_系统盘,infra-database
e4112ae0-c9dc-4d7f-8f20-792795066c9e,4.0,32.0,,6477.472222222223,1304919473.0,2022-11-29 15:55:01,2023-04-04 02:44:57,online_女神联盟-游戏服1_系统盘,game-service
6ed5319f-d587-447b-bad0-461e442b8b5d,8.0,32.0,,6593.750992063492,1305504398.0,2022-09-13 10:19:27,2023-05-22 02:33:00,vm-cdwch-ts2n4cuo_数据盘_9,infra-node
5aa366d4-6ff6-483e-90ea-292286f39a40,8.0,32.0,6593.750992063492,6579.118055555556,1305504398.0,2022-09-13 10:19:28,2023-05-22 02:33:00,vm-cdwch-ts2n4cuo_数据盘_4,infra-database
0679a0b6-f097-449c-ae1a-d55bc0250044,4.0,16.0,45.254464285714285,12181.363095238095,1305504398.0,2023-02-20 12:23:54,2023-05-22 02:33:00,vm-cdwch-r9534hvn_数据盘_10,infra-database
f6fdda53-2b33-4885-b898-6d470b11f63a,4.0,16.0,284.6815476190476,10710.618055555557,1305504398.0,2023-04-23 15:53:57,2023-05-23 15:54:21,vm-cdwdoris-v6p37jx7_数据盘_7,infra-database
5e35ba67-07ce-482f-828d-cedd2cb98d27,16.0,64.0,1473444.1879960315,5879.392857142857,1306128425.0,2022-10-31 21:30:03,2023-05-22 02:33:00,默认项目_cfs-4b79a186e-oss12_数据盘_4,generic-unknown
724b9544-6afc-4b0f-b337-1e8b42e461fa,16.0,64.0,5879.392857142857,11880.07242063492,1306128425.0,2022-10-31 21:30:10,2023-05-22 02:33:00,默认项目_cfs-4b79a186e-oss13_数据盘_6,infra-node
d99ea27a-36e0-4a55-9093-7f3ad08900eb,16.0,64.0,11880.07242063492,6455.351190476191,1306128425.0,2022-10-31 21:30:10,2023-05-22 02:33:00,默认项目_cfs-4b79a186e-oss13_数据盘_5,infra-node
e9fd1065-1656-4b6c-bd87-9fb77d87eb6c,16.0,64.0,6455.351190476191,6467.973214285715,1306128425.0,2023-01-03 17:27:21,2023-05-22 02:33:00,默认项目_cfs-4b79a186e-oss15_数据盘_6,infra-node
fa14fc05-1c0b-4e4d-b95b-f3a34fc346e8,16.0,64.0,13379.431547619048,13032.37251984127,1306128425.0,2023-04-28 16:10:08,2023-05-22 02:33:00,cfs-4b79a186e-oss21_数据盘_3_默认项目,generic-unknown
53863f6c-5248-46ca-afca-1a98a3ceb676,8.0,32.0,,7554.650793650793,1306922583.0,2023-01-04 15:20:48,2023-02-13 02:05:05,默认项目_check-bj-prod-audio-gpu-sync-02_系统盘,media-video-streaming
ab38e0d0-2a90-46ed-a393-3e647c1fad09,4.0,16.0,,6241.461309523809,1308011215.0,2023-05-08 18:46:26,2023-06-08 18:46:41,prod-cd-n4.digitforce.com_系统盘_生产,infra-node
6c2f0c9d-1f33-4ffa-ba6d-ce866ffbe59e,2.0,4.0,,8268.543154761905,1308798810.0,2023-02-03 16:58:06,2023-04-04 02:44:57,默认项目_recommend-ngraph-test_系统盘,dev-test-env
efa45ddf-1ff3-49bd-94a2-1eb9fadff3af,2.0,4.0,,6631.532738095239,1311269001.0,2023-01-03 10:54:32,2023-04-04 02:44:57,默认项目_vm-tx-bj-developer-az7-document-web-111-146-5_developer-web-21_系统盘,dev-test-env
11a3149d-f523-4fb5-a47d-06b45294cdd6,16.0,128.0,,5010.214285714285,1313509085.0,2023-05-06 16:45:16,2023-05-12 02:36:17,as-tke-np-478csqov_系统盘_asg-qm65j5rl,infra-node
412a30a4-d22e-4406-8b66-147d87723dd3,4.0,8.0,,9959.45634920635,1313601664.0,2022-11-03 14:40:03,2023-02-24 04:16:02,ledu-jenkins-prd01_系统盘_公用_ops-jenkins-prd01,dev-test-env
cc3a1240-63b1-40f3-95bf-ce82c6e39690,4.0,8.0,546.7212301587301,8742.989087301587,1313601664.0,2023-02-16 19:25:47,2023-03-16 19:25:57,service-xiaolv-sys-gateway-prd-2_系统盘_小驴,logistics-mobility
4d410dba-bb6e-4c26-a036-68615d57e463,4.0,8.0,,5133.051091269841,1315241680.0,2023-05-08 13:23:15,2023-06-08 13:23:27,公共nginx-6_系统盘_默认项目,generic-unknown
2320f52a-fbf2-4410-9c00-9250086a8e81,8.0,32.0,,5521.463293650793,1251021019.0,2022-07-18 20:16:33,2023-05-22 02:00:25,tx-oceanus-inf-cloud03_系统盘_默认项目,infra-node
117903fa-aaa5-46b6-bcbd-0700d83508fc,84.0,320.0,,5755.774801587301,1251021019.0,2023-04-17 22:30:38,2023-05-22 02:00:25,tx-bj-hulk-k8s-node3062_数据盘_默认项目,infra-node
226ead62-fab6-4708-9dab-b878d7bcb65e,84.0,320.0,179.00248015873015,5054.672619047619,1251021019.0,2023-04-23 22:59:20,2023-05-23 22:59:48,默认项目_tx-bj-hulk-k8s-node3512_数据盘,infra-node
daa073c0-9e91-409f-a87c-03c91971ae9f,4.0,8.0,,7464.091765873016,1251125656.0,2022-08-25 17:15:27,2023-05-22 02:00:26,默认项目_WEB应用-官网_网站部共享存储_系统盘,corp-website-portal
3dcbf97c-731f-4c7f-a422-8b98673266b8,20.0,80.0,,5154.003968253968,1251316161.0,2022-08-19 14:41:47,2023-05-22 02:00:25,[业务公用集群][北京集群]_未命名_1_腾讯云闲置复用平台_1364,generic-unknown
ffe8c315-0570-4f84-9afa-c146ba792ff3,8.0,16.0,,6175.546130952381,1251329614.0,2022-01-19 13:34:38,2023-05-22 02:00:26,p5-tkcnusm-tkcnusm-web01_系统盘_Server,corp-website-portal
7ae7ac28-7faa-47ec-86da-ff17d8acd233,4.0,8.0,3959720.130952381,7146.747519841269,1251329614.0,2022-03-15 07:37:32,2023-05-22 02:00:25,p5-tkcnpiccs-newtop-web06_系统盘_Server,corp-website-portal
17049c7b-798d-4d95-8ccf-db436252847a,4.0,8.0,7146.747519841269,8615.740575396825,1251329614.0,2022-05-09 10:33:55,2023-05-22 02:00:25,Server_p5-tkcnpiccs-jdpolicy-web03_系统盘,ecommerce-retail
b67bab5b-1715-41b8-a419-8f850a0a17c8,4.0,8.0,8615.740575396825,6704.435019841269,1251329614.0,2022-06-29 16:26:12,2023-05-11 00:03:08,Server_p5-tkibts-heratk-web12_系统盘,corp-website-portal
7e658f9d-a756-4c6d-84d5-19ea98c6c1e6,16.0,64.0,,8912.471726190477,1251329614.0,2022-09-08 09:20:21,2023-05-11 00:03:08,emr-Router.6_emr-rd7hedd9_emr-Routeremr-rd7hedd_SC305_tkcnbds_泰康在线大数据系统_emr-router1_系统盘,compute-simulation
5353c3b2-f779-4019-82c2-5c15f1aa93d7,32.0,128.0,,11334.535714285714,1251329614.0,2022-10-08 15:10:05,2023-05-10 10:03:57,emr-Core.17_emr-rd7hedd9_默认项目_emr-core10_系统盘_emr-Core-emr-rd7hedd,compute-simulation
2e3e3d06-79ee-4f67-b042-86dd28a9a539,1.0,8.0,,6101.559523809524,1251416964.0,2022-02-17 16:27:54,2023-05-22 02:00:25,cache_redis-im-2_未命名_系统盘,infra-cache
5035db73-00ea-42cc-901e-80326791431b,16.0,32.0,62640.42212301587,8105.204861111111,1251489075.0,2022-07-06 10:22:18,2023-05-22 02:00:25,ark-aries(白羊座)_as-tke-np-rzu632a92_系统盘,infra-node
8d0216ad-20af-4cae-b5e3-3e7fc14b27f2,16.0,32.0,56764.91815476191,11851.76140873016,1251489075.0,2022-07-14 21:24:34,2023-05-22 02:00:25,as-tke-np-byf80o6x6_系统盘_ark-aries(白羊座),infra-node
3930ae96-48af-452d-aefb-947c47aac1a5,16.0,32.0,62111.79017857143,8008.469742063492,1251489075.0,2022-07-14 21:24:42,2023-05-22 02:00:25,ark-aries(白羊座)_as-tke-np-rzu632a98_系统盘,infra-node
7018376d-235f-4558-8546-85be3b3194eb,32.0,64.0,325.6641865079365,6875.584325396825,1251489075.0,2022-07-19 17:38:49,2023-05-22 02:00:25,818活动-2022_as-tke-np-jcd8q5xx4_系统盘,infra-node
da06496f-39cc-4e45-9f7a-4256239e647a,8.0,32.0,1185.154761904762,7006.883928571428,1251489075.0,2022-07-20 11:31:29,2023-05-22 02:00:26,ark-aries(白羊座)_as-tke-np-2oixm6sz1_系统盘,infra-node
69b0b3c8-94fb-42a5-bde6-7c25268e6c04,8.0,32.0,7006.883928571428,6537.622023809524,1251489075.0,2022-08-30 17:01:36,2023-05-22 02:00:25,ark-aries(白羊座)_as-tke-np-2oixm6sz4_系统盘,infra-node
6c608eb5-a294-4b87-9d9b-58774d2eb271,16.0,32.0,,8564.667162698413,1251671073.0,2022-03-29 22:01:40,2023-05-22 02:00:25,base-stats-cluster7.bj-img.sm_系统盘_统计服务,infra-node
f2651af5-7506-4422-981b-feb967009ba5,16.0,32.0,8564.667162698413,8666.10615079365,1251671073.0,2022-04-25 15:17:48,2023-05-22 02:00:26,视频_re-video31.bj-video.sm1_系统盘,media-video-streaming
d0fce9ae-65e8-4d70-b673-a54aca0615dc,32.0,64.0,480345.33878968254,10853.296130952382,1251671073.0,2022-07-14 10:53:31,2023-05-22 02:00:26,未命名9_系统盘_图片_re-image21.bj.sm,generic-unknown
92071bcd-664e-44a2-843f-db5b5d690f06,32.0,64.0,1176.138888888889,12078.955853174602,1251911170.0,2022-04-01 11:17:16,2023-05-22 02:00:25,video-live18.hb.txyun4_系统盘_video-live21.hb.txyun,media-video-streaming
456a9812-c265-4722-a1b8-c665d1eb985c,4.0,8.0,,5556.545634920635,1252161091.0,2022-04-28 11:03:12,2023-05-22 02:00:25,pysy-tst-xianxia-jxgj-public-zhuque-ansible_pysy-test-public-zhuque-ansible_系统盘,dev-test-env
f5ad871c-9d07-4911-aeb5-39526875dfc3,2.0,4.0,,7286.998015873016,1252161091.0,2022-05-20 09:53:24,2023-05-22 02:00:26,pysy-tst-ywxt-dts_系统盘_default,dev-test-env
94b4a013-3bb1-4d79-95c6-4e3a0c5fc438,4.0,8.0,,11318.516865079366,1252271228.0,2021-08-26 17:43:03,2023-05-22 06:00:22,asg-gj0sai67_as-tke-np-ml9tpn95_系统盘,infra-node
312f7246-0f0b-48b1-b8e8-c3fc3b0be904,2.0,4.0,,8287.969246031746,1252271228.0,2021-08-27 16:15:55,2023-05-22 02:00:25,bigdata_BD-Presto-Test-1_系统盘,dev-test-env
5f55dfbe-045d-431d-8a7c-1616bf48f223,20.0,80.0,,7843.324404761905,1252271228.0,2021-10-18 14:40:41,2023-05-22 02:00:25,bigdata_AI-ModelTrain-GPU-Prod-1_系统盘,ai-machine-learning
219594aa-09c0-47dc-a0d5-235713dc8f8b,4.0,8.0,34654.79117063492,8425.755456349207,1252271228.0,2022-06-14 14:21:24,2023-05-22 02:00:25,bigdata_emr-Core-emr-psbtt2m_emr-Core.3_emr-psbtt2m9_emr-core3_系统盘,infra-node
81800db6-a682-49f1-9ba4-756dbc5f8a64,2.0,4.0,1627.4295634920634,7746.045634920635,1252271228.0,2022-07-14 14:56:53,2023-05-22 02:00:25,bigdata_emr-Common.2_emr-awcldz2n_emr-Common-emr-awcldz2n_emr-common2_系统盘,infra-node
012ba133-76a8-4bd5-9ae8-2be0cfed4447,16.0,64.0,,10569.976686507936,1252271228.0,2022-07-14 18:06:47,2023-05-22 02:00:25,bigdata_emr-Task.2_emr-awcldz2n_emr-Task-emr-awcldz2n_emr-task2_系统盘,infra-node
1645691e-c1c5-4dd0-850a-8e0c6aa661ff,64.0,128.0,,4943.298115079365,1252926420.0,2022-12-20 10:22:34,2023-05-22 02:00:25,asg-rgxyi9wx_as-tke-np-pdbg5i0j_数据盘_3,infra-node
46eeb363-3522-4e8b-81f7-d27a516a7fc2,8.0,16.0,1076.9880952380952,6366.786706349207,1253159997.0,2022-08-24 12:08:14,2023-05-22 02:00:25,k8s-test-node-6_as-tke-np-inn8il9x4_系统盘_asg-ov8fz4ur,infra-node
a01b8d5d-3bca-4d62-80a8-24860c98c20e,32.0,64.0,,5071.775793650793,1253176988.0,2022-11-04 10:15:53,2023-05-22 02:00:25,有赞生产环境_bj7-prod-k8s-prod-q06-node12607_data_disk_288105,infra-node
f1671e8f-133e-4a1c-a2b2-1e236ddcea55,32.0,64.0,5071.775793650793,5057.805555555556,1253176988.0,2022-11-21 12:57:38,2023-05-22 02:00:26,data_disk_288806_有赞生产环境_bj7-prod-k8s-prod-q06-node12668,infra-node
08d67719-d36b-42f7-a59b-bac97a898475,8.0,16.0,,5347.5297619047615,1253248467.0,2022-06-01 17:41:53,2023-05-22 08:00:22,qap_qa-test-jmeter25_系统盘,dev-test-env
c3adc2a8-1aa4-4147-9bec-7ec196136cb6,64.0,256.0,14072.952380952382,8232.804067460318,1253271207.0,2022-12-16 16:15:14,2023-05-22 02:00:26,qc-infra-bj2-k8s-node-64c-256g-vm.ppmtqhit.0_系统盘_asg-idnn4fud,infra-node
