,disk_ID,vm_name,vm_cpu,vm_memory,vm_type,disk_if_VIP,ins_type,project_name,buss_name,disk_name,disk_capacity,disk_type,volume_type,avg_bandwidth,bandwidth_mul,bandwidth_zero_ratio,burst_label,peak_bandwidth,timestamp_num,cluster_index,business_type,description,recent_history_bandwidth_memory,recent_history_bandwidth_cpu,recent_history_bandwidth_app,recent_history_bandwidth_cpu_memory,cluster_label
15305,70c9ba87-8ed5-44d6-b9be-cf425946df30,dzyz-game-11-1101,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-11-1101_数据盘_1,100,1,cbsPremium,525.7167658730159,32.71723695446032,0.0019841269841269,1,17200.0,2016.0,561,game-service,臧泽_dzyz-game-11-1101_数据盘_1,6707.158234126984,6707.158234126984,6707.158234126984,6707.158234126984,0
22213,b52bcb31-f215-4828-9d9c-f57715b6d28d,activity-cvm-2022-06-25,8.0,16.0,SA2,0,CVM,默认项目,activity-cvm,未命名,200,1,cbsPremium,2148.9508928571427,206.1131324462726,0.3645833333333333,1,442927.0,2016.0,656,generic-unknown,activity-cvm-2022-06-25_默认项目,,,,,0
12716,fd9f362e-195d-4fac-b1bf-91960b824ee2,BJ06-Ubuntu22-4C8G-49.232.53.236,4.0,8.0,SA3,0,CVM,默认项目,BJ06-Ubuntu22-4C8G,未命名,300,1,cbsHSSD,1723.4722222222222,325.74067209283584,0.0009920634920634,1,561405.0,2016.0,437,generic-unknown,默认项目_BJ06-Ubuntu22-4C8G-49.232.53.236,,,,,2
24163,48d1541b-38ea-46f5-aa1f-ec9ec4ebeb5d,未命名11,2.0,4.0,S6,1,CVM,默认项目,PWA,未命名11_系统盘,100,0,cbsPremium,22774.508928571428,32.05193149452415,0.0019841269841269,1,729967.0,2016.0,406,dev-test-env,PWA_默认项目_未命名11_系统盘,21986.43005952381,21986.43005952381,21986.43005952381,21986.43005952381,2
13660,a86b0805-5cd9-498d-911e-fd0ff14025d7,dzyz-game-11-1117,4.0,8.0,S6,1,CVM,闫磊,dzyz-game,dzyz-game-11-1117_数据盘_1,100,1,cbsPremium,491.0515873015873,28.72203321346317,0.0004960317460317,1,14104.0,2016.0,700,game-service,dzyz-game-11-1117_数据盘_1_闫磊,477.5967261904762,5771.862103174603,5771.862103174603,477.5967261904762,0
16735,263cde07-6ca9-4e04-bd4e-53cb8af08456,m-tc7-cvm-gz01-202201191650257173,16.0,64.0,SA3,1,CVM,g1_bj,m-tc7-cvm-gz,m-tc7-cvm-gz01-20220119165025717_数据盘_1,6000,1,cbsssd,20428.12450396825,38.11793881757174,0.0,1,778678.0,2016.0,742,generic-unknown,m-tc7-cvm-gz01-20220119165025717_数据盘_1_m-tc7-cvm-gz01-202201191650257173_g1_bj,,,,,2
19218,2ee5ba73-0fe8-462f-bad0-5220047ba68b,Kuaihou_WinWeb_PaoWanBJ,4.0,8.0,S6,0,CVM,泡玩,Kuaihou_WinWeb_PaoWanBJ,Kuaihou_WinWeb_PaoWanBJ_系统盘,50,0,cbsBSSD,8014.868055555556,201.73869223950973,0.0004960317460317,1,1616909.0,2016.0,676,game-service,泡玩_Kuaihou_WinWeb_PaoWanBJ_系统盘,,,,,2
23957,e93b42e6-2060-4709-ba74-79013db88e77,前海神策-数据节点3,32.0,128.0,S5,1,CVM,数据中台-日上,前海神策-数据节点,前海神策-数据节点3_数据盘_1,7100,1,cbsPremium,10448.442956349209,59.40904329891563,0.0019841269841269,1,620732.0,2016.0,546,infra-node,前海神策-数据节点3_数据盘_1_数据中台-日上,4542.845238095239,4542.845238095239,4542.845238095239,4542.845238095239,2
6722,32a5af28-4077-499f-8c52-6a4b2d5cef0a,XBN2021,2.0,4.0,SA2,0,CVM,默认项目,XBN,XBNdate,80,1,cbsPremium,858.0510912698413,277.7212247901673,0.0009920634920634,1,238299.0,2016.0,656,generic-unknown,XBNdate_默认项目_XBN2021,,,,,0
7370,820d71f9-ee24-49c9-965d-2518c51ec84f,p-qcbj7-srd-qc-logstash-7bde2e37-03,16.0,64.0,C6,1,CVM,默认项目,p-qcbj7-srd-qc-logstash-7bde2e,p-qcbj7-srd-qc-logstash-7bde2e37-03_数据盘_1,50,1,cbsssd,203.578373015873,201.29839625353912,0.0009920634920634,1,40980.0,2016.0,566,infra-logging-monitoring,p-qcbj7-srd-qc-logstash-7bde2e37-03_数据盘_1_默认项目,,,,,0
16121,33a05fa3-6301-4275-9d3d-b72a6ce1f3ba,gmam-uas-t01.fandanbao.prod,2.0,2.0,SA2,1,CVM,vpc_prod,gmam-uas-t01.fandanbao.prod,gmam-uas-t01.fandanbao.prod_系统盘,50,0,cbsPremium,7025.073908730159,102.8612665700221,0.0009920634920634,1,722608.0,2016.0,546,ecommerce-retail,gmam-uas-t01.fandanbao.prod_系统盘_vpc_prod,,6536.280257936508,401.2787698412698,,2
23702,6f0f6624-b068-4148-9d6c-f7a00077f0e3,m-tc7-cvm-gz01-202203021500161046,32.0,64.0,SA3,1,CVM,g1_bj,m-tc7-cvm-gz,m-tc7-cvm-gz01-20220302150016104_数据盘_1,100,1,cbsssd,54902.55406746032,41.83439257084176,0.0004960317460317,1,2296815.0,2016.0,736,infra-database,m-tc7-cvm-gz01-202203021500161046_m-tc7-cvm-gz01-20220302150016104_数据盘_1_g1_bj,,,,,4
21785,ccf7098c-b117-4b6f-8229-f6748398d097,usun,4.0,16.0,SA2,0,CVM,默认项目,usun,未命名,200,1,cbsPremium,6332.189980158731,104.58988155364828,0.0004960317460317,1,662283.0,2016.0,529,generic-unknown,默认项目_usun,,,,,2
12825,1b05bf8b-f4e2-40a8-8868-36df821c4138,merry8,8.0,32.0,SA2,1,CVM,terraform,merry,merry8_系统盘,50,0,cbsPremium,3479.237103174604,98.66128401734666,0.0004960317460317,1,343266.0,2016.0,408,infra-node,merry8_系统盘_terraform,,,,,0
3741,294e9889-8e51-4dde-8306-90428e087806,未命名4,4.0,8.0,SA2,1,CVM,es,es,未命名_数据盘_1,200,1,cbsPremium,20.14880952380953,491.19527326440175,0.0009920634920634,1,9897.0,2016.0,487,infra-logging-monitoring,es_未命名_数据盘_1_未命名4,,,,,0
13512,0f99012f-2534-47a4-a165-52b278e246b5,vm-cdwch-o22rntbm,4.0,16.0,SA2,0,CVM,cdwch,vm-cdwch-o22rntbm,vm-cdwch-o22rntbm_系统盘,50,0,cbsPremium,14840.791666666666,27.72136481937453,0.0,1,411407.0,2016.0,605,infra-database,vm-cdwch-o22rntbm_系统盘,,,32494.19593253968,,0
7021,62d06e43-dd77-44e6-bb43-9305aa3fe9cc,as-tke-np-kytmrnzt1,32.0,64.0,SA3,1,CVM,asg-07lf81sr,as-tke-np-kytmrnzt,as-tke-np-kytmrnzt1_数据盘_1,200,1,cbsBSSD,2633.147321428572,60.98405459246386,0.0,1,160580.0,2016.0,674,generic-autoscaling,asg-07lf81sr_as-tke-np-kytmrnzt1_数据盘_1,,,,,0
13528,18a1abd7-1719-4779-9340-dfedc3066468,wx_zn_571_617_627_637_639_[13g8c],8.0,32.0,SA2,0,CVM,默认项目,wx_zn617637[13g8c],wx_zn_系统盘,100,0,cbsPremium,7981.119543650793,77.5453865356962,0.0009920634920634,1,618899.0,2016.0,408,infra-node,默认项目_wx_zn617637[13g8c]_wx_zn_系统盘_wx_zn_571_617_627_637_639_[13g8c],,,,,2
14156,da234ca6-3cfc-4ab5-96af-9437093eeafc,cuishou-batch-v04.rongtong.prod,4.0,8.0,SA2,1,CVM,vpc_prod,cuishou-batch-v04.rongtong.prod,cuishou-batch-v04.rongtong.prod_系统盘,50,0,cbsPremium,11331.70982142857,50.91226382350728,0.0014880952380952,1,576923.0,2016.0,406,finance-payment,cuishou-batch-v04.rongtong.prod_系统盘_vpc_prod,,,6515.826884920635,,2
6429,7aa9cc05-3d65-49a7-bd7c-cb00ed1766fd,tx-bj-hulk-k8s-node3278,84.0,320.0,S5,1,CVM,默认项目,tx-bj-hulk-k8s-node,tx-bj-hulk-k8s-node3278_系统盘,100,0,cbsPremium,174.42857142857142,86.91236691236692,0.0,1,15160.0,2016.0,653,infra-node,tx-bj-hulk-k8s-node3278_系统盘_默认项目,39.598214285714285,39.598214285714285,39.598214285714285,39.598214285714285,0
17073,077fefd3-9513-4dc3-90fc-27ffbf95ae90,prod-qwmh-bj7-public39,4.0,8.0,SA2,1,CVM,默认项目,prod-qwmh-bj7-public,prod-qwmh-bj7-public39_系统盘,80,0,cbsPremium,15096.970734126984,66.68437117151348,0.0009920634920634,1,1006732.0,2016.0,405,generic-unknown,prod-qwmh-bj7-public39_系统盘_默认项目,8055.530753968253,8055.530753968253,8055.530753968253,8055.530753968253,2
3384,8a4d0aaf-cb34-49cb-af1f-aa3b3e221786,test-k8s-node-9.b0vmnfhx.0,16.0,128.0,MA3,1,CVM,cls-jb1ppjo9,test-k8s-nodeb0vmnfhx.,cls-jb1ppjo9/pvc-4a639502-019a-4126-9a3f-d703bf124418,10,1,cbsPremium,409.8521825396825,80.11668937939783,0.0004960317460317,1,32836.0,2016.0,407,dev-test-env,cls-jb1ppjo9/pvc-4a639502-019a-4126-9a3f-d703bf124418_test-k8s-nodeb0vmnfhx._test-k8s-node-9.b0vmnfhx.0,1774.830357142857,1827.1448412698408,1827.1448412698408,1774.830357142857,0
22556,19328ce0-6e31-4888-93dc-ca6bcfffad4e,as-tke-np-jzpwu09h1,32.0,128.0,C6,1,CVM,asg-97evvxx9,as-tke-np-jzpwu09h,as-tke-np-jzpwu09h1_系统盘,500,0,cbsssd,9730.837797619048,175.77006580240194,0.0,1,1710390.0,2016.0,704,generic-autoscaling,asg-97evvxx9_as-tke-np-jzpwu09h1_系统盘,14861.63492063492,14861.63492063492,14861.63492063492,14861.63492063492,2
7302,4a0929c9-c93d-4b63-a790-38be187837c1,KISYUN-TXBJ-SM9.0-DB-NewHA-G04-Slave,16.0,32.0,S6,1,CVM,newHA,KISYUN-TXBJ-SM9DB-NewHA-G04-Slave,KISYUN-TXBJ-SM9.0-DB-NewHA-G04-Slave_系统盘,200,0,cbsPremium,8772.933035714286,32.204850857726456,0.0009920634920634,1,282531.0,2016.0,406,infra-database,KISYUN-TXBJ-SM9DB-NewHA-G04-Slave_newHA_KISYUN-TXBJ-SM9.0-DB-NewHA-G04-Slave_系统盘,11407.559523809525,11407.559523809525,11407.559523809525,11407.559523809525,0
11694,f45a86e6-4369-44cf-bb54-c9b03c405b7f,prod-rtcmstorer1,8.0,16.0,S6,1,CVM,prod1-hp3-platech,prod-rtcmstorer,prod-rtcmstorer1_数据盘_1,100,1,cbsPremium,1194.9007936507935,40.64772595187885,0.0009920634920634,1,48570.0,2016.0,476,media-video-streaming,prod1-hp3-platech_prod-rtcmstorer1_数据盘_1,433.8799603174603,433.8799603174603,433.8799603174603,433.8799603174603,0
17185,0a73f4de-30cb-4dd9-82eb-438c78fc4a01,paas-ocp-chat08-prod-tx-bj7.vhall.domain,8.0,16.0,S6,1,CVM,默认项目,paas-ocp-chat08-prod-tx-bj7.vhall.domain,未命名3_系统盘,50,0,cbsBSSD,11808.559027777776,44.52423015909188,0.0004960317460317,1,525767.0,2016.0,588,media-video-streaming,paas-ocp-chat08-prod-tx-bj7.vhall.domain_未命名3_系统盘_默认项目,,,,,0
20449,3b4c2eec-ae4d-4107-b671-de1e89ce7233,未命名3,2.0,4.0,S6,1,CVM,默认项目,PWA,未命名3_系统盘,100,0,cbsPremium,21366.82589285714,29.231155021897475,0.0014880952380952,1,624577.0,2016.0,401,dev-test-env,PWA_默认项目_未命名3_系统盘,21571.83878968254,21571.83878968254,21571.83878968254,21571.83878968254,2
5891,d8f8f1fd-24a1-440e-a561-c72efb146a74,merry58,8.0,16.0,SA2,1,CVM,terraform,merry,merry58_系统盘,50,0,cbsPremium,3114.8898809523807,90.1611327313222,0.0009920634920634,1,280842.0,2016.0,487,dev-test-env,merry58_系统盘_terraform,3040.146825396825,3040.146825396825,3040.146825396825,3040.146825396825,0
8837,89e0ca15-06ed-45e2-86fd-b619b5948e83,cfs-40a35dc6b-oss7,32.0,64.0,S5,0,CVM,默认项目,cfs-40a35dc6b-oss,cfs-40a35dc6b-oss7_系统盘,100,0,cbsPremium,8444.545138888889,60.507344279200616,0.0,1,510957.0,2016.0,653,infra-node,默认项目_cfs-40a35dc6b-oss7_系统盘,,,,,0
15442,d9214f30-8a9d-4829-8e11-b0a80acdea9e,TX-K3-S338,4.0,8.0,SA2,1,CVM,默认项目,TX-K3-S,TX-K3-S338_数据盘((FROM snap-1acn1bga))_1,50,1,cbsPremium,1370.936011904762,106.48345271576488,0.0009920634920634,1,145982.0,2016.0,569,generic-unknown,默认项目_TX-K3-S338_数据盘((FROM snap-1acn1bga))_1,161.8139880952381,161.8139880952381,161.8139880952381,161.8139880952381,0
6604,bf40f817-64f3-4b38-a671-0d30a4ac0f0a,tla010082002077_新C云平台_周全,32.0,128.0,S6,1,CVM,1286-新C云平台,tla010082002077_新C云平台_周全,[数据盘]tla010082002077_新C云平台_周全_1,500,1,cbsssd,382.2688492063492,137.32220166248408,0.0,1,52494.0,2016.0,704,iot-saas-platform,[数据盘]tla010082002077_新C云平台_周全_1_1286-新C云平台,8909.994543650793,8909.994543650793,116073.73462301587,8909.994543650793,0
21799,df45f410-2908-417a-ac79-f33944aa9fb8,ckafka-5k4kxnzr,4.0,8.0,SA2,0,CVM,默认项目,ckafka-5k4kxnzr-cbs,Ckafka_ins-qgkc0vif_1459487774_1,840,1,cbsPremium,59274.30456349206,26.81195522585429,0.0004960317460317,1,1589260.0,2016.0,700,infra-message-queue,Ckafka_ins-qgkc0vif_1459487774_1_默认项目_ckafka-5k4kxnzr-cbs,66132.55505952382,66132.55505952382,69097.42361111111,66132.55505952382,2
13803,51883a7e-ae1e-46e9-afdb-a497c7b93460,tld010082001101_新C云平台_周全,32.0,128.0,D3,1,CVM,1286-新C云平台,tld010082001101_新C云平台_周全,[数据盘]tld010082001101_新C云平台_周全_数据盘_1,500,1,cbsssd,714.0218253968254,584.6263869707419,0.0004960317460317,1,417436.0,2016.0,656,generic-unknown,[数据盘]tld010082001101_新C云平台_周全_数据盘_1_1286-新C云平台,8337.947916666666,8337.947916666666,4988.02132936508,8337.947916666666,0
15434,82a1295d-4c2c-4ff7-8b10-d1c8ca192685,dzyz-game-21-2065,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-21-2065_系统盘,50,0,cbsPremium,6801.331349206349,67.09333460914954,0.0,1,456324.0,2016.0,606,game-service,臧泽_dzyz-game-21-2065_系统盘,513.1875,513.1875,513.1875,513.1875,0
23698,d45aa71f-3fc8-41bc-8370-7b9f3a6068a9,未命名64,2.0,4.0,S6,1,CVM,默认项目,PWA,未命名64_系统盘,100,0,cbsPremium,22360.05654761905,30.72496702040562,0.0009920634920634,1,687012.0,2016.0,561,generic-unknown,未命名64_系统盘_默认项目_PWA,23277.592261904763,23277.592261904763,23277.592261904763,23277.592261904763,2
23970,2575ec28-5ac8-48f2-a9f1-b397d3e6d7a8,service-3,8.0,16.0,SA2,1,CVM,默认项目,service,未命名,1000,1,cbsPremium,13601.960813492064,73.53072205647871,0.0004960317460317,1,1000162.0,2016.0,606,generic-unknown,默认项目_service-3,,,,,2
4394,5fe7ed38-44d1-4312-9978-325965027c8e,tla010082002110_新C云平台_周全,4.0,16.0,S6,1,CVM,1286-新C云平台,tla010082002110_新C云平台_周全,[数据盘]tla010082002110_新C云平台_周全_数据盘_1,300,1,cbsPremium,40.78323412698413,340.45853148299057,0.0014880952380952,1,13885.0,2016.0,532,generic-unknown,1286-新C云平台_[数据盘]tla010082002110_新C云平台_周全_数据盘_1,,,680.0233134920635,,0
4723,004ba85a-05ec-472d-beea-82ea88103476,运维自动化-费用系统_测试,4.0,8.0,S5,1,CVM,系统运维部,运维自动化-费用系统_测试,WEB应用-内部系统_费用平台_DATA_DISK_1,300,1,cbsPremium,286.9975198412698,113.42606729843568,0.0014880952380952,1,32553.0,2016.0,487,dev-test-env,WEB应用-内部系统_费用平台_DATA_DISK_1_系统运维部_运维自动化-费用系统_测试,1014.8159722222222,1014.8159722222222,1014.8159722222222,1014.8159722222222,0
7146,c5882d45-10b4-4927-a092-c80f3eb74c42,未命名,8.0,16.0,SA3,0,CVM,socket中台_游戏网关(b3id:12590),视频事业部(b1id:10),未命名_1,300,1,cbsPremium,280.265873015873,50.99800359635833,0.0004960317460317,1,14293.0,2016.0,656,game-service,socket中台_游戏网关(b3id:12590)_未命名_1_视频事业部(b1id:10),7661.238591269841,7661.238591269841,8304.850694444445,7661.238591269841,0
11789,e80270f0-b9ba-4439-bd10-f0194816d77b,dzyz-game-21-2063,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-21-2063_系统盘,50,0,cbsPremium,7269.465277777777,121.59560108253416,0.0014880952380952,1,883935.0,2016.0,477,game-service,臧泽_dzyz-game-21-2063_系统盘,6735.542658730159,6735.542658730159,6735.542658730159,6735.542658730159,2
12570,5676b2a3-1d60-442c-9aa9-7df77b2dc3ab,dzyz-game-21-2050,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-21-2050_数据盘_1,100,1,cbsPremium,454.4895833333333,38.62574774816071,0.0014880952380952,1,17555.0,2016.0,478,game-service,臧泽_dzyz-game-21-2050_数据盘_1,6170.427083333333,6170.427083333333,6170.427083333333,6170.427083333333,0
18470,37a54e7b-b695-4745-9d5a-99100d50fee6,as-tke-np-fp3z5dsp,192.0,512.0,BMSA2,1,CVM,asg-4kppb9od,as-tke-np-fp3z5dsp,as-tke-np-fp3z5dsp_系统盘,50,0,cbsPremium,28881.75843253968,126.19678294565324,0.0,1,3644785.0,2016.0,677,infra-node,as-tke-np-fp3z5dsp_系统盘_asg-4kppb9od,,,,,4
23023,ec398254-424f-476a-ba23-6c8788a0d82b,vm-cdwch-sn7f4548,4.0,16.0,S5,0,CVM,cdwch,vm-cdwch-sn7f,vm-cdwch-sn7f4548_数据盘_1,20,1,cbsHSSD,2432.681547619048,210.2071273983613,0.0034722222222222,1,511367.0,2016.0,436,infra-database,vm-cdwch-sn7f4548_数据盘_1,298971.99553571426,298971.99553571426,45787.427083333336,298971.99553571426,0
21293,c164366a-8341-4267-b6d2-71612be425ae,未命名43,2.0,4.0,S6,1,CVM,1,"game_server_prepaid_auto_scaling,PWA",未命名43_系统盘,100,0,cbsPremium,14176.761904761905,63.10051660665341,0.0823412698412698,1,894561.0,2016.0,676,game-service,"未命名43_系统盘_1_game_server_prepaid_auto_scaling,PWA",25322.411706349205,25322.411706349205,25322.411706349205,25322.411706349205,2
17504,89694d26-1b61-4ed0-b0ac-df6025bee56a,cfs-46ee33f1f-mon1,8.0,16.0,S5,0,CVM,默认项目,cfs-46ee33f1f-mon,cfs-46ee33f1f-mon1_数据盘_2,100,1,cbsPremium,15632.898313492064,29.500287838626843,0.0019841269841269,1,461175.0,2016.0,408,infra-logging-monitoring,cfs-46ee33f1f-mon1_数据盘_2_默认项目,8429.491567460318,8429.491567460318,6804.676587301588,8429.491567460318,0
16674,370395ca-1b21-41ac-b911-a6eeaa108543,xiezhengcun,2.0,4.0,SA2,1,CVM,个人使用Windows跳板机,xiezhengcun,xiezhengcun_系统盘,100,0,cbsPremium,1313.5104166666667,70.9548997993608,0.0009920634920634,1,93200.0,2016.0,408,infra-jumpbox,个人使用Windows跳板机_xiezhengcun_系统盘,9013.960813492064,9013.960813492064,122893.08234126984,9013.960813492064,0
21997,83ebc373-5cd1-4521-a5d8-87aacb58a85c,dzyz-game-11-1055,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-11-1055_系统盘,50,0,cbsPremium,6748.088293650793,125.32808748156629,0.0004960317460317,1,845725.0,2016.0,529,game-service,臧泽_dzyz-game-11-1055_系统盘,7101.714781746032,7101.714781746032,7101.714781746032,7101.714781746032,2
16862,268d594c-0fd7-4747-b84e-13b891f4a8be,tc-prod-bigdata-emr-hadoop-master02,8.0,32.0,SA3,1,CVM,prod,tc-prod-bigdata-emr-hadoop-master,emr-master-second_DATA_DISK_1,500,1,cbsPremium,1077.4117063492065,52.84052481006528,0.0,1,56931.0,2016.0,677,infra-node,tc-prod-bigdata-emr-hadoop-master02_emr-master-second_DATA_DISK_1,,,,,0
19557,a1c9cdd1-61d4-4d7e-aea9-7d8d55198d7e,gmam-api-t02.fandanbao.prod,2.0,2.0,SA2,1,CVM,vpc_prod,gmam-api-t02.fandanbao.prod,gmam-api-t02.fandanbao.prod_系统盘,50,0,cbsPremium,8577.629960317461,86.07680716185546,0.0009920634920634,1,738335.0,2016.0,561,finance-payment,vpc_prod_gmam-api-t02.fandanbao.prod_系统盘,626.1810515873016,626.1810515873016,626.1810515873016,626.1810515873016,2
18626,9064266f-dc25-408b-9e91-8d3e56533354,tx-bj-hulk-k8s-node3240,84.0,320.0,S5,1,CVM,默认项目,tx-bj-hulk-k8s-node,tx-bj-hulk-k8s-node3240_数据盘,200,1,cbsPremium,6696.757936507936,172.55603546610746,0.0,1,1155566.0,2016.0,652,infra-node,默认项目_tx-bj-hulk-k8s-node3240_数据盘,7472.994047619048,7472.994047619048,7472.994047619048,7472.994047619048,2
3227,8fe9aa7c-698d-4898-9e45-cc6b38af33b8,vm-cdwch-2h74o43t,4.0,16.0,S5,0,CVM,cdwch,vm-cdwch-2h74o43t,vm-cdwch-2h74o43t_数据盘_1,100,1,cbsHSSD,24.615079365079364,355.7169111720136,0.0004960317460317,1,8756.0,2016.0,565,infra-database,vm-cdwch-2h74o43t_数据盘_1,19081.71130952381,19081.71130952381,40726.093253968254,19081.71130952381,0
18642,09a7118c-7d50-4579-b3af-67f390d1d3a0,as-tke-np-b368qdcn,8.0,16.0,SA3,1,CVM,asg-2x902lnb,as-tke-np-b368qdcn,as-tke-np-b368qdcn_系统盘,200,0,cbsssd,20130.0873015873,43.56260292675696,0.0004960317460317,1,876919.0,2016.0,735,infra-node,as-tke-np-b368qdcn_系统盘_asg-2x902lnb,,,,,2
20441,e2eead1b-358f-4cac-a98c-7e6c05508840,cntccdb501,32.0,128.0,S5,1,CVM,默认项目,cntccdb,cntccdb501_data,500,1,cbsPremium,29386.6875,25.13896811268708,0.0004960317460317,1,738751.0,2016.0,476,infra-database,cntccdb501_data_默认项目,,,,,2
9430,a825d192-5759-4bef-b742-b032041d9c50,insurance-dubbo-v04.insurance.prod,4.0,16.0,SA2,1,CVM,vpc_prod,insurance-dubbo-v04.insurance.prod,insurance-dubbo-v04.insurance.prod_数据盘_1,50,1,cbsPremium,456.468253968254,292.5351299660958,0.0009920634920634,1,133533.0,2016.0,529,finance-payment,vpc_prod_insurance-dubbo-v04.insurance.prod_数据盘_1,,9726.17857142857,6578.99503968254,,0
4014,33433202-536e-4b64-b52a-7d5a1947f809,vm-cdwdoris-gdt9d6oh,4.0,16.0,SA3,0,CVM,cdwdoris,vm-cdwdoris-gdt9d6oh,vm-cdwdoris-gdt9d6oh_数据盘_4,20,1,cbsHSSD,384.88194444444446,26.260000360861014,0.0009920634920634,1,10107.0,2016.0,568,infra-database,vm-cdwdoris-gdt9d6oh_数据盘_4,,,,,0
12788,f4683445-4585-4c09-aa8f-962b08c4c0b4,tla010082002054_新C云平台_周全,32.0,128.0,S6,1,CVM,1286-新C云平台,tla010082002054_新C云平台_周全,[数据盘]tla010082002054_新C云平台_周全_1,500,1,cbsssd,2625.1463293650795,168.3574721363794,0.0,1,441963.0,2016.0,704,iot-saas-platform,[数据盘]tla010082002054_新C云平台_周全_1_1286-新C云平台,8241.20634920635,8241.20634920635,7165.470734126984,8241.20634920635,0
21918,eba632a5-5c6c-4279-a791-1c7759f71c02,未命名16,2.0,4.0,S6,1,CVM,默认项目,PWA,未命名16_系统盘,100,0,cbsPremium,22502.56150793651,40.9437387683642,0.0004960317460317,1,921339.0,2016.0,652,generic-unknown,未命名16_系统盘_默认项目_PWA,21599.164186507936,21599.164186507936,21599.164186507936,21599.164186507936,2
21811,2fd85da9-5019-4a12-887e-ffd07f643ceb,emr-Common.3_emr-pfxg9rdv,2.0,8.0,SA3,1,CVM,data-emrhb-prod,emr-Common-emr-pfxg9rdv,emr-common_DATA_DISK_1,200,1,cbsPremium,8314.982638888889,44.20526367438296,0.0014880952380952,1,367566.0,2016.0,406,compute-simulation,data-emrhb-prod_emr-Common.3_emr-pfxg9rdv_emr-common_DATA_DISK_1_emr-Common-emr-pfxg9rdv,8415.616567460318,8415.616567460318,8415.616567460318,8415.616567460318,0
4270,543b0859-1405-4d37-bb0b-43463a13b798,TX-K3-S663,4.0,8.0,SA2,1,CVM,默认项目,TX-K3-S,TX-K3-S663_数据盘_1(FROM snap-q9jrq52s),50,1,cbsPremium,343.1388888888889,177.4704120456569,0.0014880952380952,1,60897.0,2016.0,546,generic-unknown,默认项目_TX-K3-S663_数据盘_1(FROM snap-q9jrq52s),208.719246031746,208.719246031746,208.719246031746,208.719246031746,0
20892,b6c9ce77-1b0b-49f4-a5e3-f8a7a71b1a47,TX-K3-S356,4.0,8.0,S6,1,CVM,默认项目,TX-K3-S,TX-K3-S356_系统盘,100,0,cbsPremium,4787.773809523809,63.27199488777218,0.0,1,302932.0,2016.0,604,generic-unknown,TX-K3-S356_系统盘_默认项目,,,2408.429563492064,,0
9139,1fcf947c-e0d2-4af2-8047-b81fae742896,TX-K3-S310,4.0,8.0,S5,1,CVM,默认项目,TX-K3-S,TX-K3-S308_数据盘((FROM snap-pv788h98))_1,50,1,cbsPremium,698.9330357142857,63.339401255740576,0.0014880952380952,1,44270.0,2016.0,562,generic-unknown,TX-K3-S308_数据盘((FROM snap-pv788h98))_1_默认项目_TX-K3-S310,458.3105158730159,458.3105158730159,458.3105158730159,458.3105158730159,0
740,896b5f53-6865-46b3-abaf-4a1c30fdbc21,as-tke-np-jva6dboz1,32.0,128.0,SA3,1,CVM,asg-4h06htrn,as-tke-np-jva6dboz,as-tke-np-jva6dboz1_数据盘_1,1000,1,cbsHSSD,5.892361111111111,30.03889216263996,0.0014880952380952,1,177.0,2016.0,458,generic-autoscaling,asg-4h06htrn_as-tke-np-jva6dboz1_数据盘_1,5.908234126984127,5.908234126984127,5.908234126984127,5.908234126984127,0
12259,c7fc9a15-5351-4ebc-8c43-9f011af65915,MAIN-Kafka2,2.0,8.0,SA2,0,CVM,默认项目,MAIN-Kafka,Ckafka_ins-eme5xzyh_576060349_1,90,1,cbsPremium,2069.6349206349205,429.4491705461434,0.0019841269841269,1,888803.0,2016.0,486,infra-message-queue,Ckafka_ins-eme5xzyh_576060349_1_默认项目_MAIN-Kafka2,185029.13244047613,185029.13244047613,185029.13244047613,185029.13244047613,2
23141,766eb989-798c-43a0-96d9-ab8d1ab5b1d7,mss-prod1,8.0,16.0,SA2,1,CVM,cls-4z2hkli1,mss-prod,cls-4z2hkli1/pvc-f9fb122f-abd0-45d3-bea1-09d4de30c5cb,10,1,cbsPremium,3859.65625,37.32638107344404,0.0009920634920634,1,144067.0,2016.0,405,infra-database,cls-4z2hkli1/pvc-f9fb122f-abd0-45d3-bea1-09d4de30c5cb_mss-prod1,,,,,0
7157,cdd937f5-9a84-4865-90d5-cc174b763034,merry49,8.0,16.0,SA2,1,CVM,terraform,merry,merry49_系统盘,50,0,cbsPremium,3012.3893849206347,97.89438293607896,0.0009920634920634,1,294896.0,2016.0,486,generic-unknown,merry49_系统盘_terraform,,3367.859623015873,53065.22420634921,,0
14684,b247f521-e826-4718-abc4-4372d7d39ae9,dzyz-game-21-2103,4.0,8.0,S6,1,CVM,闫磊,dzyz-game,dzyz-game-21-2103_数据盘_1,100,1,cbsPremium,761.4092261904761,56.746094627951386,0.0009920634920634,1,43207.0,2016.0,578,game-service,dzyz-game-21-2103_数据盘_1_闫磊,6405.790674603175,6405.790674603175,6405.790674603175,6405.790674603175,0
