,disk_ID,vm_name,vm_cpu,vm_memory,vm_type,disk_if_VIP,ins_type,project_name,buss_name,disk_name,disk_capacity,disk_type,volume_type,avg_bandwidth,bandwidth_mul,bandwidth_zero_ratio,burst_label,peak_bandwidth,timestamp_num,cluster_index,business_type,description,recent_history_bandwidth_memory,recent_history_bandwidth_cpu,recent_history_bandwidth_app,recent_history_bandwidth_cpu_memory,pre_burst_label,belong_to_cluster,pre_bandwidth
14085,71eda5ce-276e-4bfb-b521-2f235f44c4e5,dzyz-game-21-2064,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-21-2064_数据盘_1,100,1,cbsPremium,442.77777777777777,36.17390213299875,0.0009920634920634,1,16017.0,2016.0,476,game-service,臧泽_dzyz-game-21-2064_数据盘_1,435.5372023809524,435.5372023809524,435.5372023809524,435.5372023809524,1,0.0,211056.5982142857
9367,c8d3e07e-5dd5-4326-a88a-c5ff561bdd4f,pp-hbase,8.0,16.0,SA3,1,CVM,mysql,pp-hbase,pp-hbase_系统盘,300,0,cbsPremium,70647.71875,2.7260611298931714,0.0,0,192590.0,2016.0,605,infra-database,mysql_pp-hbase_系统盘,,,,,0,0.0,13503.298946270883
6657,6f9430a2-158e-4a23-ad12-48903a7576f2,orch-mars-23-admin2-report2-bj-tc,8.0,16.0,SA2,1,CVM,西安marsOrch,orch-marsadmin2-report2-bj-tc,orch-mars-23-admin2-report2-bj-tc_系统盘,100,0,cbsssd,13909.078869047618,2.6375578386889944,0.0004960317460317,0,36686.0,2016.0,567,infra-node,orch-mars-23-admin2-report2-bj-tc_系统盘_orch-marsadmin2-report2-bj-tc_西安marsOrch,12923.77628968254,,6392.255952380952,,0,0.0,13503.298946270883
18736,bd5b8267-c43c-4253-b2a3-dd4dd858d5e6,lh-1252198831-lhins-q8479u5g,4.0,4.0,SA2,0,CVM,默认项目,lh-cbs,lh-1252198831-20220310472012791720691,1000,1,cbsPremium,169648.69890873015,6.002486352977255,0.0004960317460317,0,1018314.0,2016.0,561,generic-unknown,lh-1252198831-lhins-q8479u5g_lh-1252198831-20220310472012791720691_默认项目_lh-cbs,15.799107142857142,15.799107142857142,15.799107142857142,15.799107142857142,0,0.0,13503.298946270883
3362,0853a0b1-5809-490a-8381-9a386f2e3760,jm-apollo-base-jm-pay-wechat&alibaba&union,4.0,8.0,S6,1,CVM,乐友服务器,jm-apollo-base-jm-pay-wechat&alibaba&union,jm-apollo-base-jm-pay-wechat_系统盘,100,0,cbsPremium,5999.533730158731,4.786371956815427,0.0,0,28716.0,2016.0,609,finance-payment,jm-apollo-base-jm-pay-wechat_系统盘_乐友服务器_jm-apollo-base-jm-pay-wechat&alibaba&union,,,,,0,0.0,13503.298946270883
19350,7c82ca14-ccff-4270-8a1f-e78ee1950c53,长城新能源监控平台-PRE-01,16.0,32.0,S5,1,CVM,默认项目,长城新能源监控平台-PRE,长城新能源监控平台-PRE-01_数据盘_1,500,1,cbsPremium,5491.52132936508,81.82104248549825,0.0014880952380952,1,449322.0,2016.0,563,infra-logging-monitoring,长城新能源监控平台-PRE-01_数据盘_1_默认项目,6732.911706349207,6575.489583333333,9842.045138888889,6575.489583333333,0,0.0,13503.298946270883
10373,80b32469-2604-43be-a5b9-c50d2c5127e0,s-qcbj7-pe-infra-owner-1,4.0,8.0,S6,1,CVM,默认项目,s-qcbj7-pe-infra-owner,s-qcbj7-pe-infra-owner-1_系统盘,50,0,cbsssd,3026.93501984127,8.233410970714163,0.0004960317460317,0,24922.0,2016.0,704,infra-node,默认项目_s-qcbj7-pe-infra-owner-1_系统盘,2991.160714285714,6310.326884920635,6383.24503968254,2991.160714285714,0,0.0,13503.298946270883
15440,c1a5d37f-f17e-4f59-9256-1b792cc98a72,s-tke-node.jknsfj0x.0,64.0,256.0,SA3,1,CVM,asg-4557t4rb,s-tke-node.jknsfj0x.,s-tke-node.jknsfj0x.0_系统盘,250,0,cbsPremium,12241.88392857143,10.986135858232604,0.0004960317460317,0,134491.0,2016.0,414,infra-node,asg-4557t4rb_s-tke-node.jknsfj0x.0_系统盘,51835.69494047619,51835.69494047619,6601.235119047619,51835.69494047619,0,0.0,13503.298946270883
2041,b13549b6-323a-4109-9e90-ae3f002f1e14,prod-k8s-cxp-node-9.qmifpe37.1,32.0,128.0,SA3,1,CVM,cls-dyz4wcd3,prod-k8s-cxp-nodeqmifpe37.,cls-dyz4wcd3/pvc-3ee27d17-519b-490e-86c5-bd6171ab712f,10,1,cbsPremium,415.51488095238096,1.573950849849226,0.0009920634920634,0,654.0,2016.0,414,infra-node,cls-dyz4wcd3/pvc-3ee27d17-519b-490e-86c5-bd6171ab712f_prod-k8s-cxp-node-9.qmifpe37.1_prod-k8s-cxp-nodeqmifpe37.,1116.7093253968253,1116.7093253968253,1116.7093253968253,1116.7093253968253,0,0.0,13503.298946270883
18874,1b63d9d0-5a37-41f9-9b1f-8b4e482d49fd,emr-Task.39966_emr-gmz8tdmv,32.0,128.0,SA3,1,CVM,默认项目,emr-Task-emr-gmz8tdmv,emr-task4_系统盘,50,0,cbsPremium,10550.52976190476,89.24006862666003,0.0004960317460317,1,941530.0,2016.0,561,compute-simulation,emr-Task-emr-gmz8tdmv_emr-Task.39966_emr-gmz8tdmv_默认项目_emr-task4_系统盘,22586.61309523809,22586.61309523809,10139.80357142857,22586.61309523809,0,0.0,13503.298946270883
696,c67da213-b27e-494a-a810-aeee607ee7e7,qcbjg-tutor-live-kafka10-vm,24.0,48.0,S5,1,CVM,live,qcbjg-tutor-live-kafka,qcbjg-tutor-live-kafka{R:1}-vm_数据盘_8,300,1,cbsPremium,2538.6086309523807,1.3381345822989603,0.0,0,3397.0,2016.0,604,infra-message-queue,qcbjg-tutor-live-kafka{R:1}-vm_数据盘_8_qcbjg-tutor-live-kafka10-vm,1623.2579365079366,1623.2579365079366,1623.2579365079366,1623.2579365079366,0,0.0,13503.298946270883
11541,4f7eba7e-2097-4152-9c50-36e4ef2327d7,《明侦》AVG平台项目-web1,4.0,8.0,SA2,1,CVM,默认项目,《明侦》AVG平台项目-web,《明侦》AVG平台项目-web1_系统盘,300,0,cbsPremium,6481.1349206349205,4.228580385318562,0.0009920634920634,0,27406.0,2016.0,562,game-service,《明侦》AVG平台项目-web1_系统盘_默认项目,,,,,0,0.0,13503.298946270883
10467,4bfa88d9-90f8-425e-a2ef-5d3e4a0df534,s-qcbj7-pe-es-coordinate-02,8.0,32.0,S6,1,CVM,默认项目,s-qcbj7-pe-es-coordinate,s-qcbj7-pe-es-coordinate-02_系统盘,50,0,cbsssd,2923.0099206349205,8.799491174635843,0.0004960317460317,0,25721.0,2016.0,521,infra-coordination,默认项目_s-qcbj7-pe-es-coordinate-02_系统盘,2932.0763888888887,6945.099206349207,1090207.2976190476,6945.099206349207,0,0.0,13503.298946270883
12421,8da42a68-6ff5-4952-999d-f2d5320c5531,audi_CDP_TKE_FRONT_CVM_PRD2,2.0,8.0,S6,1,CVM,默认项目,audi_CDP_TKE_FRONT_CVM_PRD,audi_CDP_TKE_FRONT_CVM_PRD2_系统盘,300,0,cbsPremium,5500.087301587301,5.155918160029207,0.0004960317460317,0,28358.0,2016.0,406,infra-node,audi_CDP_TKE_FRONT_CVM_PRD2_系统盘_默认项目,9080.454861111111,9080.454861111111,9080.454861111111,9080.454861111111,0,0.0,13503.298946270883
3110,492ad323-2eca-488e-8f49-b37549ef4f27,as-tke-np-33r6h6r75,16.0,32.0,SA3,1,CVM,ark-aries(白羊座),as-tke-np-33r6h6r,as-tke-np-33r6h6r7_DATA_DISK_1,1020,1,cbsPremium,306.5029761904762,1.2691557022867408,0.0014880952380952,0,389.0,2016.0,570,infra-node,ark-aries(白羊座)_as-tke-np-33r6h6r7_DATA_DISK_1_as-tke-np-33r6h6r75,11522.034226190475,11522.034226190475,6999.40128968254,11522.034226190475,0,0.0,13503.298946270883
367,5a5ba162-6cde-4e10-9f4b-bf78a67a46f1,vm-cdwch-r9534hvn,4.0,16.0,S5,0,CVM,cdwch,vm-cdwch-r9534hvn,vm-cdwch-r9534hvn_数据盘_1,100,1,cbsHSSD,5.155753968253968,67.88531845295363,0.0014880952380952,1,350.0,2016.0,413,infra-database,vm-cdwch-r9534hvn_数据盘_1,12169.048115079366,12169.048115079366,12169.048115079366,12169.048115079366,0,0.0,13503.298946270883
150,8b831862-5c37-404c-a014-15df800dde7a,uat-callcenter-sip,2.0,16.0,M5,1,CVM,默认项目,uat-callcenter-sip,uat-callcenter-sip_数据盘_1,100,1,cbsPremium,327.5813492063492,1.050120835125166,0.0,0,344.0,2016.0,604,dev-test-env,默认项目_uat-callcenter-sip_数据盘_1,2079.422123015873,2079.422123015873,2079.422123015873,2079.422123015873,0,0.0,13503.298946270883
16271,cd71f183-5cd7-43e3-93cf-edbdf51cff22,hl-game-340,8.0,32.0,SA3,1,CVM,默认项目,hl-game,未命名2_系统盘,150,0,cbsPremium,109914.7132936508,3.000480919409819,0.0004960317460317,0,329797.0,2016.0,477,game-service,hl-game-340_默认项目_未命名2_系统盘,87784.99255952382,87784.99255952382,87784.99255952382,87784.99255952382,0,0.0,13503.298946270883
11588,c2304000-70c0-4e68-9419-5d429d890a58,as-tke-np-ml9tpn95,4.0,8.0,S5,1,CVM,asg-gj0sai67,as-tke-np-ml9tpn,as-tke-np-ml9tpn95_系统盘,80,0,cbsPremium,8351.24107142857,3.3699182863111665,0.0014880952380952,0,28143.0,2016.0,486,infra-node,asg-gj0sai67_as-tke-np-ml9tpn95_系统盘,,,70194.69791666667,,0,0.0,13503.298946270883
16175,b301d5d4-fcc4-40f1-b671-5afdeec0d5a6,统计TBOX采集整车信号2,8.0,16.0,S5,1,CVM,默认项目,统计TBOX采集整车信号,统计TBOX采集整车信号2_系统盘,200,0,cbsPremium,6668.007440476191,5.440455836895302,0.0019841269841269,0,36277.0,2016.0,547,iot-saas-platform,统计TBOX采集整车信号2_系统盘_默认项目,19377.70238095238,8248.770337301587,54767.7003968254,19377.70238095238,0,0.0,13503.298946270883
8564,043efa92-7d97-4d02-9939-8d075870cd04,emr-Core.197_emr-b9xsq2fb,32.0,64.0,SA3,1,CVM,直播,emr-Core-emr-b9xsq2fb,emr-core21_系统盘,50,0,cbsPremium,6716.59375,4.735882678627094,0.0004960317460317,0,31809.0,2016.0,405,media-video-streaming,emr-core21_系统盘_直播_emr-Core-emr-b9xsq2fb_emr-Core.197_emr-b9xsq2fb,7423.034226190476,7423.034226190476,7423.034226190476,7423.034226190476,0,0.0,13503.298946270883
10852,e0e5342b-aa6b-480b-bc05-169bfe894b90,未命名,4.0,8.0,SA2,1,CVM,gameserver,gameserver,未命名_系统盘,61,0,cbsssd,2423.375496031746,57.58991960945856,0.0,1,139562.0,2016.0,704,game-service,gameserver_未命名_系统盘,2235.647321428572,2235.647321428572,2235.647321428572,2235.647321428572,1,0.0,211056.5982142857
8241,6df9f928-dd14-4355-8f98-f2154828161b,未命名,32.0,64.0,SA2,0,CVM,酷我线上环境-基础(b3id:11185),视频事业部(b1id:10),未命名_系统盘,50,0,cbsPremium,11563.398313492064,8.410070929281298,0.0,0,97249.0,2016.0,656,media-video-streaming,视频事业部(b1id:10)_酷我线上环境-基础(b3id:11185)_未命名_系统盘,7158.127480158731,98270.94890873016,98270.94890873016,7158.127480158731,0,0.0,13503.298946270883
19300,8a28f0a9-4992-41ab-9a3a-43c5144a3ed8,未命名,8.0,16.0,SA2,0,CVM,运营管理中心_1073,[外部云][北京COS],未命名_系统盘,50,0,cbsPremium,64766.61755952381,1.9724821955167005,0.0004960317460317,0,127751.0,2016.0,602,office-system,运营管理中心_1073_[外部云][北京COS]_未命名_系统盘,71183.46378968254,71183.46378968254,71183.46378968254,71183.46378968254,0,0.0,13503.298946270883
23704,71209fed-f223-4747-bd9e-c90be66d4c61,TXBJ-UERDP-G04-newHA,8.0,16.0,C6,1,CVM,newHA,TXBJ-UERDP-G04-newHA,TXBJ-UERDP-G04-newHA_系统盘,60,0,cbsPremium,29433.85515873016,18.914783571423225,0.0,0,556735.0,2016.0,698,infra-coordination,TXBJ-UERDP-G04-newHA_系统盘,,,,,1,0.0,211056.5982142857
23594,2b330600-29a9-44e8-8f30-271b25632a9f,vm-bj-developer2B-az7-agw-10.111.168.17,4.0,8.0,S5,1,CVM,默认项目,vm-bj-developer2B-az7-agw,vm-bj-developer2B-az7-agw_系统盘,50,0,cbsPremium,21849.621527777777,6.314983526125786,0.0019841269841269,0,137980.0,2016.0,571,dev-test-env,vm-bj-developer2B-az7-agw-10.111.168.17_vm-bj-developer2B-az7-agw_系统盘_默认项目,,,,,0,0.0,13503.298946270883
7555,4c088bf1-161f-45a2-bdb7-12d2580b20b6,s-qcbj7-pe-zookeeper-3,4.0,8.0,S6,1,CVM,默认项目,s-qcbj7-pe-zookeeper,s-qcbj7-pe-zookeeper-{R:1}_数据盘_1,200,1,cbsssd,1732.0625,1.7089452603471296,0.0024801587301587,0,2960.0,2016.0,566,infra-coordination,s-qcbj7-pe-zookeeper-3_s-qcbj7-pe-zookeeper-{R:1}_数据盘_1_默认项目,3065.40625,3065.40625,140618.04761904763,3065.40625,0,0.0,13503.298946270883
13720,dfdc3341-c52b-46ae-9ff9-ba547aea40fc,vm-cdwch-atpbrap4,4.0,16.0,S5,0,CVM,cdwch,vm-cdwch-atpbrap,vm-cdwch-atpbrap4_系统盘,50,0,cbsPremium,8098.522817460317,3.5137272119119314,0.0014880952380952,0,28456.0,2016.0,401,infra-database,vm-cdwch-atpbrap4_系统盘,1698.998015873016,1698.998015873016,1698.998015873016,1698.998015873016,0,0.0,13503.298946270883
24074,4c400631-477c-413e-86ef-f2dfa68c4815,k8s-ops-docker-test.d82pltav.0,32.0,64.0,SA2,1,CVM,公用-test,k8s-ops-docker-test.d82pltav.,k8s-ops-docker-test.d82pltav.0_数据盘_1,1000,1,cbsBSSD,7032.999007936508,112.80422464225124,0.0004960317460317,1,793352.0,2016.0,436,infra-node,k8s-ops-docker-test.d82pltav.0_数据盘_1_公用-test,,,,,0,0.0,13503.298946270883
7615,26f81a0d-3c6c-468e-8545-f3004f6f5631,prod-k8s-wx-node-73.q6r897zv.1,16.0,64.0,SA3,1,CVM,cls-ehggdm1p,prod-k8s-wx-nodeq6r897zv.,cls-ehggdm1p/pvc-ba797399-378b-43f8-9b96-a45d2d7b8018,10,1,cbsPremium,834.8978174603175,3.087803017430372,0.0009920634920634,0,2578.0,2016.0,478,infra-node,prod-k8s-wx-nodeq6r897zv._cls-ehggdm1p/pvc-ba797399-378b-43f8-9b96-a45d2d7b8018_prod-k8s-wx-node-73.q6r897zv.1,34.25099206349206,,1641.2564484126983,,0,0.0,13503.298946270883
12908,619570cf-abd7-4337-8db8-1c2f6d8db00c,新S3/C4测试(机动)-NEW,8.0,32.0,SA3,1,CVM,默认项目,新S3/C4测试(机动)-NEW,新S3/C4测试(机动)-NEW_系统盘,100,0,cbsPremium,21849.186011904763,31.44373431695212,0.0014880952380952,1,687020.0,2016.0,408,dev-test-env,新S3/C4测试(机动)-NEW_系统盘_默认项目,,,,,0,0.0,13503.298946270883
10108,869692ab-550d-4c4f-9a8d-28e37bee7a07,vm-cdwdoris-v6p37jx7,4.0,16.0,S5,0,CVM,cdwdoris,vm-cdwdoris-v6p37jx,vm-cdwdoris-v6p37jx7_系统盘,50,0,cbsPremium,8190.0327380952385,12.991645259863269,0.0014880952380952,0,106402.0,2016.0,570,infra-database,vm-cdwdoris-v6p37jx7_系统盘,8494.27876984127,8494.27876984127,8494.27876984127,8494.27876984127,0,0.0,13503.298946270883
7525,7f8db5d6-9836-45a2-9e76-f59e59531070,activity-cvm-2021-07-14,4.0,8.0,SA2,0,CVM,默认项目,activity-cvm,未命名,150,1,cbsPremium,203.9657738095238,35.42260971072119,0.0004960317460317,1,7225.0,2016.0,656,generic-unknown,activity-cvm-2021-07-14_默认项目,,,,,0,0.0,13503.298946270883
23879,1b2a8abd-d6c2-4e6d-86d8-2cd0790c637e,lh-1253560014-lhins-4z6ym0q6,4.0,4.0,S5,0,CVM,默认项目,lh-cbs,lh-1253560014-20220316672013092138051,1000,1,cbsPremium,9892.641369047618,161.77994736648137,0.0014880952380952,1,1600431.0,2016.0,570,infra-node,lh-1253560014-20220316672013092138051_lh-1253560014-lhins-4z6ym0q6_默认项目_lh-cbs,1.8328373015873016,1.8328373015873016,1.8328373015873016,1.8328373015873016,0,0.0,13503.298946270883
15388,132446b1-594a-4cb7-be08-345154458c12,emr-Core.190_emr-b9xsq2fb,32.0,64.0,SA3,1,CVM,直播,emr-Core-emr-b9xsq2fb,emr-core14_系统盘,50,0,cbsPremium,7131.885416666667,4.551391126411465,0.0019841269841269,0,32460.0,2016.0,487,media-video-streaming,emr-core14_系统盘_emr-Core-emr-b9xsq2fb_直播_emr-Core.190_emr-b9xsq2fb,77470.8125,77470.8125,77470.8125,77470.8125,0,0.0,13503.298946270883
12725,684e1a51-360a-4993-b7a2-90db96b38ccb,orch-sinograin-24-influxdb-bj-tc,16.0,32.0,C6,1,CVM,中储粮orch,orch-sinograininfluxdb-bj-tc,orch-sinograin-24-influxdb-bj-tc_数据盘_1,500,1,cbsssd,67647.15128968254,12.244817175713582,0.0,0,828327.0,2016.0,566,infra-database,orch-sinograin-24-influxdb-bj-tc_数据盘_1_orch-sinograininfluxdb-bj-tc_中储粮orch,,,6323.857142857143,,0,0.0,13503.298946270883
9016,c595dccf-08e7-4bfa-bc04-5f68717617b1,dzyz-game-21-2082,4.0,8.0,S6,1,CVM,臧泽,dzyz-game,dzyz-game-21-2082_系统盘,50,0,cbsPremium,6723.793154761905,77.87776749633554,0.0009920634920634,1,523634.0,2016.0,401,game-service,dzyz-game-21-2082_系统盘_臧泽,406.59722222222223,406.59722222222223,406.59722222222223,406.59722222222223,0,0.0,13503.298946270883
4455,bf5ab618-58c5-44f8-98b5-471f2b95feb1,s-qcbj7-pe-es-coordinate-03,8.0,32.0,S6,1,CVM,默认项目,s-qcbj7-pe-es-coordinate,s-qcbj7-pe-es-coordinate-03_数据盘_1,100,1,cbsssd,118.52232142857144,248.290783080342,0.0004960317460317,1,29428.0,2016.0,567,infra-database,s-qcbj7-pe-es-coordinate-03_数据盘_1_默认项目,1036.060515873016,10050.549107142857,2507.001488095238,10050.549107142857,0,0.0,13503.298946270883
3737,a7c0c8b5-178d-48b0-a344-c23708bd228c,as-tke-np-pdbg5i0j4,64.0,128.0,SA2,1,CVM,asg-rgxyi9wx,as-tke-np-pdbg5i0j,as-tke-np-pdbg5i0j4_数据盘_2,300,1,cbsPremium,295.58184523809524,1.1570399383781989,0.1031746031746031,0,342.0,2016.0,756,generic-autoscaling,asg-rgxyi9wx_as-tke-np-pdbg5i0j4_数据盘_2,,,,,0,0.0,13503.298946270883
9458,49ae8c1c-d3c9-4e41-a96f-82169066d0f0,bj7-dsp-k8s-node5,8.0,16.0,S6,0,CVM,共用组件,bj7-dsp-k8s-node,bj7-dsp-k8s-node5_系统盘,50,0,cbsPremium,30162.37450396825,7.020435343117337,0.0,0,211753.0,2016.0,676,infra-node,共用组件_bj7-dsp-k8s-node5_系统盘,,,4965.277777777777,,0,0.0,13503.298946270883
15854,b6e2f508-ed47-44d7-b484-c2d3ee68b744,as-tke-np-4b8nxha32,16.0,32.0,SA2,1,CVM,cls-3rntxkt1,as-tke-np-4b8nxha,cls-3rntxkt1/pvc-44193a2a-6905-4071-b12c-0b33599632f0,200,1,cbsPremium,67534.94345238095,14.626058000573869,0.0,0,987770.0,2016.0,662,infra-node,as-tke-np-4b8nxha32_cls-3rntxkt1/pvc-44193a2a-6905-4071-b12c-0b33599632f0,37829.57291666666,37829.57291666666,37829.57291666666,37829.57291666666,0,0.0,13503.298946270883
10203,c8c2a331-559a-436b-9a14-de03e6d6e4bb,TKE-质量保障-Master-1,4.0,8.0,S5,1,CVM,默认项目,TKE-质量保障-Master,TKE-质量保障-Master-1_数据盘_1,500,1,cbsssd,1736.9161706349207,68.19154660567399,0.0,1,118443.0,2016.0,704,dev-test-env,默认项目_TKE-质量保障-Master-1_数据盘_1,,,,,0,0.0,13503.298946270883
16934,da209719-cce9-4369-8b57-655d983317b6,未命名,2.0,8.0,SA2,0,CVM,默认项目,Ckafka_ins-jfs2w30n,Ckafka_ins-jfs2w30n_1120639510_0,90,1,cbsPremium,4150.681547619048,8.303455614360521,0.0,0,34465.0,2016.0,727,infra-message-queue,默认项目_Ckafka_ins-jfs2w30n_1120639510_0,1226.3794642857142,1226.3794642857142,3570827.811507937,1226.3794642857142,0,0.0,13503.298946270883
12586,84f522ef-ca8c-461a-b368-8cc16d7d811c,vm-cdwch-ii4dvyho,8.0,32.0,SA2,0,CVM,cdwch,vm-cdwch-ii4dvyho,vm-cdwch-ii4dvyho_系统盘,50,0,cbsPremium,7650.858134920635,3.970012182210601,0.0009920634920634,0,30374.0,2016.0,561,infra-database,vm-cdwch-ii4dvyho_系统盘,,,8044.391865079365,,0,0.0,13503.298946270883
6619,99bc41c0-c825-4af6-90bc-661154fbb20f,pysy-prd-xeszx-zxkt-静态资源static1,4.0,8.0,S5,1,CVM,online,pysy-prd-xeszx-zxkt-静态资源static,pysy-prd-xeszx-zxkt-静态资源2_系统盘,500,0,cbsPremium,4604.478174603175,7.981577630817479,0.0009920634920634,0,36751.0,2016.0,547,data-collection-delivery,pysy-prd-xeszx-zxkt-静态资源2_系统盘_online_pysy-prd-xeszx-zxkt-静态资源static1,,811.4285714285714,811.4285714285714,,0,0.0,13503.298946270883
13123,03c17656-e357-4be1-a9de-df41d5d48a63,m-tc7-cvm-gz01-202201071013250071,16.0,64.0,IT5,1,CVM,g1_bj,m-tc7-cvm-gz,m-tc7-cvm-gz01-202201071013250071_系统盘,50,0,cbsPremium,3286.8903769841268,125.70665663000156,0.0,1,413184.0,2016.0,578,infra-node,m-tc7-cvm-gz01-202201071013250071_系统盘_g1_bj,,,,,0,0.0,13503.298946270883
2361,e192588c-3b75-4eea-a66f-cc85225a9e45,ckafka-qz5z4krj,2.0,8.0,SA2,0,CVM,默认项目,ckafka-qz5z4krj-cbs,Ckafka_ins-dtjxkbqh_1087739419_0,90,1,cbsPremium,693.9404761904761,1.132661988986293,0.0004960317460317,0,786.0,2016.0,546,infra-message-queue,Ckafka_ins-dtjxkbqh_1087739419_0_默认项目_ckafka-qz5z4krj-cbs,677.9513888888889,677.9513888888889,677.9513888888889,677.9513888888889,0,0.0,13503.298946270883
19936,01dad192-b78e-4e95-b311-590df4930822,tc-bj-jztb-train-biz-student-admin-core-service02,2.0,4.0,SA2,1,CVM,all,tc-bj-jztb-train-biz-student-admin-core-service,tc-bj-jztb-train-biz-student-admin-core-service02_系统盘,200,0,cbsPremium,7727.4047619047615,93.79526792399346,0.0004960317460317,1,724794.0,2016.0,609,education-learning,all_tc-bj-jztb-train-biz-student-admin-core-service02_系统盘,19685.332837301587,19685.332837301587,19685.332837301587,19685.332837301587,0,0.0,13503.298946270883
5925,e98bec34-8cb1-4161-90cd-da2ac69aefa0,GGZJ-tke-master02.k8smaster.prod,4.0,4.0,SA2,1,CVM,vpc_prod,GGZJ-tke-master02.k8smaster.prod,GGZJ-tke-master02.k8smaster.prod_系统盘,50,0,cbsPremium,7472.346230158731,5.9663991237532565,0.0,0,44583.0,2016.0,662,infra-node,vpc_prod_GGZJ-tke-master02.k8smaster.prod_系统盘,,31128.51934523809,7054.211805555556,,0,0.0,13503.298946270883
19742,f6f0d025-b2e0-45b7-87cc-90a3bd228f34,vm-bj-honorcloud-az7-agw-DP,4.0,8.0,S5,1,CVM,默认项目,vm-bj-honorcloud-az7-agw-DP,vm-bj-honorcloud-az7-agw-DP_数据盘_1,110,1,cbsPremium,10740.75,2.697111468007355,0.0,0,28969.0,2016.0,606,generic-unknown,vm-bj-honorcloud-az7-agw-DP_数据盘_1_默认项目,325.9935515873016,21905.690972222223,468127.4136904762,21905.690972222223,0,0.0,13503.298946270883
4751,92ab8a58-f196-41ed-a6f1-89e97726b93b,ckafka-k9z93w75,2.0,8.0,SA2,0,CVM,默认项目,ckafka-k9z93w75-cbs,Ckafka_ins-f1hiqqz3_1660074679_0,90,1,cbsPremium,880.6121031746031,6.0469302895149815,0.0009920634920634,0,5325.0,2016.0,561,infra-message-queue,ckafka-k9z93w75-cbs_Ckafka_ins-f1hiqqz3_1660074679_0_默认项目,65280.52132936508,755.6369047619048,65280.52132936508,755.6369047619048,0,0.0,13503.298946270883
23318,f0f869f0-a984-425c-a93e-da1565767f82,node-97.k8s.node.prod-2,16.0,32.0,SA3,1,CVM,asg-8y2npuaf,nodek8s.node.prod,as-tke-np-81ku70jb_数据盘_1,200,1,cbsPremium,78202.1820436508,2.2606402453236054,0.0014880952380952,0,176787.0,2016.0,576,infra-node,as-tke-np-81ku70jb_数据盘_1_nodek8s.node.prod_node-97.k8s.node.prod-2_asg-8y2npuaf,193597.70138888888,193597.70138888888,193597.70138888888,193597.70138888888,0,0.0,13503.298946270883
14682,d5e9e210-6d7e-4181-bc44-013a704565ef,activity-cvm-2022-08-31,4.0,16.0,SA2,0,CVM,默认项目,activity-cvm,未命名,1000,1,cbsPremium,1397.3000992063492,4.562369961628807,0.0024801587301587,0,6375.0,2016.0,547,generic-unknown,activity-cvm-2022-08-31_默认项目,,,,,0,0.0,13503.298946270883
13154,be70cefd-6d8b-4d02-b14d-92142d93e42b,SMS-SMSProd-mongodb02.united.prod,8.0,16.0,SA2,1,CVM,vpc_prod,SMS-SMSProd-mongodb02.united.prod,SMS-SMSProd-mongodb02.united.prod_系统盘,50,0,cbsPremium,31273.997023809523,9.758842138651053,0.0,0,305198.0,2016.0,662,infra-database,vpc_prod_SMS-SMSProd-mongodb02.united.prod_系统盘,31128.51934523809,,1523.3209325396826,,0,0.0,13503.298946270883
12565,e4dc4e97-35c1-451f-a20f-31717929181a,tera-manager,8.0,16.0,SA2,1,CVM,张伟,tera-manager,tera-manage_系统盘,50,0,cbsPremium,6460.633928571428,4.768262734058329,0.0014880952380952,0,30806.0,2016.0,576,office-system,tera-manage_系统盘_tera-manager_张伟,,,,,0,0.0,13503.298946270883
11912,2eb2456c-1601-4ff1-9c30-e68f6b6a2eff,未命名55,2.0,4.0,S6,1,CVM,默认项目,PWA,未命名55_系统盘,100,0,cbsPremium,22919.84126984127,42.013903528515534,0.0004960317460317,1,962952.0,2016.0,477,generic-unknown,未命名55_系统盘_默认项目_PWA,24235.1498015873,24235.1498015873,24235.1498015873,24235.1498015873,1,2.0,911783.4048096192
17878,f3e35bdc-2858-408c-8533-c511841958cf,test-消息中心-push报文双向认证nginx,2.0,2.0,S6,1,CVM,默认项目,test-消息中心-push报文双向认证nginx,test-消息中心-push报文双向认证nginx_系统盘,100,0,cbsPremium,6517.176587301588,5.461720965080981,0.0009920634920634,0,35595.0,2016.0,406,dev-test-env,test-消息中心-push报文双向认证nginx_系统盘_默认项目,,992.8799603174604,7083.378472222223,,0,0.0,13503.298946270883
18095,480bff2c-6733-48f3-b54a-2418ffe511bd,gmcf-tke-work05.k8srongtong.prod,16.0,64.0,SA3,1,CVM,vpc_prod,gmcf-tke-work05.k8srongtong.prod,gmcf-tke-work05.k8srongtong.prod_系统盘,50,0,cbsPremium,10757.549603174602,11.98228265310169,0.0019841269841269,0,128900.0,2016.0,571,infra-node,vpc_prod_gmcf-tke-work05.k8srongtong.prod_系统盘,207438.94642857145,207438.94642857145,207438.94642857145,207438.94642857145,0,0.0,13503.298946270883
20207,1bb6fa5d-c1f7-4f0c-8c69-c36dfcec04be,yukittzhang,4.0,8.0,S6,0,CVM,长期_勿删,yukittzhang,yukittzhang_系统盘,200,0,cbsssd,7050.076884920635,356.58887711950115,0.0,1,2513979.0,2016.0,685,personal-use,yukittzhang_系统盘_长期_勿删,,,,,0,0.0,13503.298946270883
