disk_ID,cluster_index,description,business_type
25a46065-b9fa-4e37-b97a-82a6f5d9bed2,538,ES-DATA-es-i3lcmoko-1_数据盘_1_es-i3lcmoko-ES-DATA,infra-logging-monitoring
c80ff9d5-81e4-44ae-b180-d67392cfca9b,610,ES-DATA-es-i3lcmoko-1_系统盘_es-i3lcmoko-ES-DATA,infra-logging-monitoring
e3b0646b-70b8-4575-946b-09644acdef7b,656,ES-DATA-es-i4t0mzq8-1_数据盘_1_es-i4t0mzq8-ES-DATA,infra-logging-monitoring
ac331a63-a3d3-40e3-939a-ae57f80ed540,405,ES-DATA-es-i4t0mzq8-1_系统盘_es-i4t0mzq8-ES-DATA,infra-logging-monitoring
12a31867-387e-419f-99bd-43401ba4d37f,588,ES-DATA-es-i5qt6u7d-1_ES-DATA-es-i5qt6u7d-{R:1}_DATA_DISK_1_es-i5qt6u7d-ES-DATA,infra-logging-monitoring
baf63dba-7c61-4e2a-b9c2-8150b399600a,606,ES-DATA-es-i5qt6u7d-1_系统盘_es-i5qt6u7d-ES-DATA,infra-logging-monitoring
eca374d7-45cd-4dd5-92e3-0e61aa3f09f0,742,ES-DATA-es-i78agthg-1_数据盘_1_es-i78agthg-ES-DATA,infra-logging-monitoring
a94b1316-51a0-4489-ad8c-71f3a27c2eca,401,ES-DATA-es-i78agthg-1_系统盘_es-i78agthg-ES-DATA,infra-logging-monitoring
ed7a6b62-4aa5-44ce-b246-ee3744efced2,415,ES-DATA-es-i7iiyttt-1_ES-DATA-es-i7iiyttt-{R:1}_DATA_DISK_1_es-i7iiyttt-ES-DATA,infra-logging-monitoring
3ef52f61-80e6-47fd-8540-c19ce8048b6f,401,ES-DATA-es-i7iiyttt-1_系统盘_es-i7iiyttt-ES-DATA,infra-logging-monitoring
51935197-b185-4c43-9cc5-fe2a346d6229,589,ES-DATA-es-i8imhvvb-3_数据盘_1_es-i8imhvvb-ES-DATA,infra-logging-monitoring
40a40646-f55d-45c6-908f-2ded8e8129d4,569,ES-DATA-es-i8imhvvb-3_系统盘_es-i8imhvvb-ES-DATA,infra-logging-monitoring
a2acbf9d-a1b8-4b95-95ab-f62106b1c01b,519,ES-DATA-es-i8yuweju-1_ES-DATA-es-i8yuweju-{R:1}_DATA_DISK_1_es-i8yuweju-ES-DATA,infra-logging-monitoring
ef129838-1ac9-40f7-bfd9-e3ebd590b460,401,ES-DATA-es-i8yuweju-1_系统盘_es-i8yuweju-ES-DATA,infra-logging-monitoring
50605d05-428d-4ae8-bcff-48d764f48ecf,604,ES-DATA-es-iagyjskk-1_ES-DATA-es-iagyjskk-{R:1}_DATA_DISK_1_es-iagyjskk-ES-DATA,infra-logging-monitoring
1f079841-673f-4d85-a121-d7bb93bdcbef,561,ES-DATA-es-iagyjskk-1_系统盘_es-iagyjskk-ES-DATA,infra-logging-monitoring
6b5ad2f7-e746-45fc-aaa0-573296f55454,576,ES-DATA-es-iep7trrc-1_系统盘_es-iep7trrc-ES-DATA,infra-logging-monitoring
1b9a2349-1da0-4f24-93c4-f43ee4c156d0,704,ES-DATA-es-ifxmbhoj-1_数据盘_1_es-ifxmbhoj-ES-DATA,infra-logging-monitoring
0b21c867-f3ed-45b2-95f7-f2fc336a4204,604,ES-DATA-es-ifxmbhoj-1_系统盘_es-ifxmbhoj-ES-DATA,infra-logging-monitoring
4b659d8b-9506-47b1-bb5d-9c539c6aeabe,437,ES-DATA-es-ig5nmjyi-4_数据盘_1_es-ig5nmjyi-ES-DATA,infra-logging-monitoring
038375f7-bf8d-4dd6-ab73-903a3d821bc5,401,ES-DATA-es-ig5nmjyi-4_系统盘_es-ig5nmjyi-ES-DATA,infra-logging-monitoring
52a6904f-f91c-4b2e-87e3-e2acadd5a5e0,529,ES-DATA-es-iksg39v3-10_ES-DATA-es-iksg39v3-{R:1}_DATA_DISK_1_es-iksg39v3-ES-DATA,infra-logging-monitoring
fbaa35cd-bc53-4be1-a83f-f8bc3419b999,606,ES-DATA-es-iksg39v3-10_系统盘_es-iksg39v3-ES-DATA,infra-logging-monitoring
aecc6010-7702-4031-8157-272be6b9e50f,748,ES-DATA-es-in9ustk1-13_数据盘_1_es-in9ustk1-ES-DATA,infra-logging-monitoring
b53f0960-6c9e-4601-8abc-d8bfef1c9e2c,577,ES-DATA-es-in9ustk1-13_系统盘_es-in9ustk1-ES-DATA,infra-logging-monitoring
81a19a09-6a2c-4b3d-97e8-34ee6fbc17cb,487,ES-DATA-es-io2az5l9-1_系统盘_es-io2az5l9-ES-DATA,infra-logging-monitoring
7501e673-07af-4203-b165-5d46162ce737,589,ES-DATA-es-io8ye6p0-1_ES-DATA-es-io8ye6p0-{R:1}_DATA_DISK_1_es-io8ye6p0-ES-DATA,infra-logging-monitoring
e766be25-bfeb-4b70-89e8-6dc2942d9248,604,ES-DATA-es-io8ye6p0-1_系统盘_es-io8ye6p0-ES-DATA,infra-logging-monitoring
d1e54027-157b-4826-861a-b4b07abbf6b2,606,ES-DATA-es-ix6x6wq4-1_数据盘_1_es-ix6x6wq4-ES-DATA,infra-logging-monitoring
97f3cb4e-3f3f-4c24-811a-6645a2952ae4,532,ES-DATA-es-ix6x6wq4-1_系统盘_es-ix6x6wq4-ES-DATA,infra-logging-monitoring
41c00ae4-7b21-4fa8-9de0-88736836df93,697,ES-DATA-es-iy37j4su-1_数据盘_1_es-iy37j4su-ES-DATA,infra-database
5dbf07c1-ac06-4af1-b83f-9aa66a0050e0,569,ES-DATA-es-iy37j4su-1_系统盘_es-iy37j4su-ES-DATA,infra-logging-monitoring
2efa5774-4a7e-45ab-ba82-b78dbbda1144,650,ES-DATA-es-iyus7lkf-2_数据盘_1_es-iyus7lkf-ES-DATA,infra-logging-monitoring
ec5e2715-86d2-4871-9961-b7af90151faf,652,ES-DATA-es-iyus7lkf-2_系统盘_es-iyus7lkf-ES-DATA,infra-logging-monitoring
050ea6d3-49e8-4aa8-b030-b338bc80d8dd,529,ES-DATA-es-izeqlxjd-1_系统盘_es-izeqlxjd-ES-DATA,infra-logging-monitoring
76d39331-f05e-4186-8d2e-96afdef94a1b,436,ES-DATA-es-j0lhqlj6-1_数据盘_1_es-j0lhqlj6-ES-DATA,infra-logging-monitoring
898c419d-e3a2-4e1a-bf80-288a33122f6a,405,ES-DATA-es-j0lhqlj6-1_系统盘_es-j0lhqlj6-ES-DATA,infra-database
76b7abce-f4fb-4026-85ea-6cf9dd3a278c,685,ES-DATA-es-j33myls9-1_数据盘_1_es-j33myls9-ES-DATA,infra-logging-monitoring
0d11b1b7-cfb0-4ec6-8cc4-ec802b1b8cd1,571,ES-DATA-es-j33myls9-1_系统盘_es-j33myls9-ES-DATA,infra-logging-monitoring
29a9cb6c-662a-4a4b-8c60-c4712be2fee7,562,ES-DATA-es-j4ubf206-3_数据盘_1_es-j4ubf206-ES-DATA,infra-logging-monitoring
93c38f29-dac0-43c9-80ae-c1f24fe1828d,652,ES-DATA-es-j4ubf206-3_系统盘_es-j4ubf206-ES-DATA,infra-logging-monitoring
f672e485-5d70-488d-bcbd-3aa545dee7e8,656,ES-DATA-es-j5qkltr0-3_ES-DATA-es-j5qkltr0-{R:3}_DATA_DISK_1_es-j5qkltr0-ES-DATA,infra-logging-monitoring
2c72dc11-ed42-4939-bdb6-456d5f27133f,562,ES-DATA-es-j5qkltr0-3_系统盘_es-j5qkltr0-ES-DATA,infra-logging-monitoring
b20bd5c8-532c-4576-acca-d82250687add,456,ES-DATA-es-j5tg3pqm-1_数据盘_1_es-j5tg3pqm-ES-DATA,infra-logging-monitoring
01f48b70-1d7f-45fa-936b-ebee37dd0cee,677,ES-DATA-es-j5tg3pqm-1_系统盘_es-j5tg3pqm-ES-DATA,infra-logging-monitoring
ee90c70d-d40c-4f4c-847c-624023104c40,697,ES-DATA-es-j9hjyizn-10_数据盘_1_es-j9hjyizn-ES-DATA,infra-logging-monitoring
e433f9e2-e379-4a6e-918d-79f345bb2f35,727,ES-DATA-es-j9hjyizn-10_系统盘_es-j9hjyizn-ES-DATA,infra-logging-monitoring
8a36d9f0-f1f3-4424-8fae-6e6e7ab622a5,456,"ES-DATA-es-j9hjyizn-2_数据盘_1_es-j9hjyizn-ES-DATA,high_wband_es",infra-logging-monitoring
7f051990-73f9-4141-88df-2649a0527627,478,ES-DATA-es-jbyinm81-3_ES-DATA-es-jbyinm81-{R:3}_DATA_DISK_1_es-jbyinm81-ES-DATA,infra-logging-monitoring
840d7384-3a7e-4baa-ad26-ee136c3d8f6d,609,ES-DATA-es-jbyinm81-3_系统盘_es-jbyinm81-ES-DATA,infra-logging-monitoring
11382d90-fd59-46b5-8de4-019ef39ce8f2,685,ES-DATA-es-jc8ztlb6-10_ES-DATA-es-jc8ztlb6-{R:1}_DATA_DISK_1_es-jc8ztlb6-ES-DATA,infra-logging-monitoring
e4968021-65aa-4dc8-8760-50627b158fe0,609,ES-DATA-es-jc8ztlb6-10_系统盘_es-jc8ztlb6-ES-DATA,infra-logging-monitoring
be8a9ba6-bf21-476a-8f33-25a404c4f234,566,"ES-DATA-es-jc8ztlb6-6_ES-DATA-es-jc8ztlb6-{R:1}_DATA_DISK_1_es-jc8ztlb6-ES-DATA,high_wband_es",infra-logging-monitoring
5dae4c08-72a1-4842-9cc3-6f94ad480961,567,ES-DATA-es-jdgxmvut-1_ES-DATA-es-jdgxmvut-{R:1}_DATA_DISK_1_es-jdgxmvut-ES-DATA,infra-logging-monitoring
293c3025-544f-4d40-afe4-4f51d8ea42f5,476,ES-DATA-es-jdgxmvut-1_系统盘_es-jdgxmvut-ES-DATA,infra-logging-monitoring
b148a52b-224e-4a5c-ad22-27326e9643aa,704,ES-DATA-es-jengdrzf-13_数据盘_1_es-jengdrzf-ES-DATA,infra-logging-monitoring
b148a52b-224e-4a5c-ad22-27326e9643aa,538,"ES-DATA-es-jengdrzf-13_数据盘_1_es-jengdrzf-ES-DATA,high_wband_es",infra-logging-monitoring
ff29d3d9-7216-4ba9-877d-93ca7985a94a,478,ES-DATA-es-jengdrzf-13_系统盘_es-jengdrzf-ES-DATA,infra-logging-monitoring
dbe6dc9a-27d5-4fcc-aecd-299f0ca2b7c7,656,"ES-DATA-es-jengdrzf-5_ES-DATA-es-jengdrzf-{R:5}_DATA_DISK_1_es-jengdrzf-ES-DATA,high_wband_es",infra-database
33f9c3e8-1464-47ba-93a1-8ed413c76018,686,ES-DATA-es-jhl10adj-2_数据盘_1_es-jhl10adj-ES-DATA,infra-logging-monitoring
3d15e0a7-06c5-4351-be68-71b75eb28513,563,ES-DATA-es-jhl10adj-2_系统盘_es-jhl10adj-ES-DATA,infra-logging-monitoring
29305ff1-d512-4f85-a17d-57f908aff4bd,570,ES-DATA-es-jhl10adj-4_系统盘,infra-logging-monitoring
88612265-0823-46ed-ba3b-cd042e414080,538,ES-DATA-es-jkdqt1xc-1_ES-DATA-es-jkdqt1xc-{R:1}_DATA_DISK_1_es-jkdqt1xc-ES-DATA,infra-logging-monitoring
f3647371-bdc7-44fd-b47a-863d53d2e189,407,ES-DATA-es-jkdqt1xc-1_系统盘_es-jkdqt1xc-ES-DATA,infra-logging-monitoring
784586ea-c56c-479f-bdab-04ef9f03ff64,704,ES-DATA-es-jlsyyj3f-1_数据盘_1_es-jlsyyj3f-ES-DATA,infra-logging-monitoring
06144dd5-cf45-4134-ab2f-6b38ad169b6e,677,ES-DATA-es-jlsyyj3f-1_系统盘_es-jlsyyj3f-ES-DATA,infra-logging-monitoring
12468bc7-bb31-4a9b-8dd2-5097877fb390,567,ES-DATA-es-josewrky-1_ES-DATA-es-josewrky-{R:1}_DATA_DISK_1_es-josewrky-ES-DATA,infra-logging-monitoring
ab78f0d5-8729-4b78-ae4f-874999611b44,401,ES-DATA-es-josewrky-1_系统盘_es-josewrky-ES-DATA,infra-logging-monitoring
8498032b-f758-46dc-9f69-f75d72bbe7fa,662,ES-DATA-es-jppaqnjb-1_数据盘_1_es-jppaqnjb-ES-DATA,infra-logging-monitoring
cb4d577a-c26c-4852-a6f1-7290f61d66b1,604,ES-DATA-es-jppaqnjb-1_系统盘_es-jppaqnjb-ES-DATA,infra-logging-monitoring
e262e6ee-f450-407f-a7ab-487de01082fe,704,ES-DATA-es-jt8ew4vj-1_ES-DATA-es-jt8ew4vj-{R:1}_DATA_DISK_1_es-jt8ew4vj-ES-DATA,infra-logging-monitoring
c8aa04e5-ca49-4588-96f2-345067d8a12c,570,ES-DATA-es-jt8ew4vj-1_系统盘_es-jt8ew4vj-ES-DATA,infra-logging-monitoring
5091e8b3-b223-4963-812b-a1aef15eafc2,697,ES-DATA-es-jthvwnsb-1_数据盘_1_es-jthvwnsb-ES-DATA,infra-logging-monitoring
d266ee2b-1987-4bfb-94ad-5f6ae0736a06,571,ES-DATA-es-jthvwnsb-1_系统盘_es-jthvwnsb-ES-DATA,infra-logging-monitoring
1cba6402-f8da-42bd-88da-2a49ed074dd0,563,ES-DATA-es-jvnta9rb-4_数据盘_1_es-jvnta9rb-ES-DATA,infra-logging-monitoring
cdb0e7b0-66db-4679-b62f-11f7e82e240f,609,ES-DATA-es-jvnta9rb-4_系统盘_es-jvnta9rb-ES-DATA,infra-logging-monitoring
a2882844-646e-4122-90e7-d635ac494c83,656,ES-DATA-es-jyeb3skl-1_ES-DATA-es-jyeb3skl-{R:1}_DATA_DISK_1_es-jyeb3skl-ES-DATA,infra-logging-monitoring
fc314e8f-8f89-4943-9614-bf18772ebef0,577,ES-DATA-es-jyeb3skl-1_系统盘_es-jyeb3skl-ES-DATA,infra-logging-monitoring
f4046467-df6b-4068-8f08-eab6f8e7d1ca,564,ES-DATA-es-jzmtbb6q-1_ES-DATA-es-jzmtbb6q-{R:1}_DATA_DISK_1_es-jzmtbb6q-ES-DATA,infra-logging-monitoring
85a26511-c146-4a95-8a28-50c3adecff0f,486,ES-DATA-es-jzmtbb6q-1_系统盘_es-jzmtbb6q-ES-DATA,infra-logging-monitoring
8c28927b-f4a8-4004-a017-6f4ae2f2036a,589,ES-DATA-es-k2t3oqdr-1_ES-DATA-es-k2t3oqdr-{R:1}_DATA_DISK_1_es-k2t3oqdr-ES-DATA,infra-logging-monitoring
47ed8404-1f52-43be-9f42-3b4708a6fb11,406,ES-DATA-es-k2t3oqdr-1_系统盘_es-k2t3oqdr-ES-DATA,infra-logging-monitoring
e2c033b4-4600-438a-aea9-fa5eebc11e30,519,ES-DATA-es-k61svipx-5_数据盘_1_es-k61svipx-ES-DATA,infra-logging-monitoring
7c430eac-d355-4df2-b7bf-f5f399ab619b,606,ES-DATA-es-k61svipx-5_系统盘_es-k61svipx-ES-DATA,infra-logging-monitoring
3ddcf980-cd8b-42f7-96cc-acb11481da35,653,ES-DATA-es-k97a42iz-2_数据盘_1_es-k97a42iz-ES-DATA,infra-logging-monitoring
80ba02d4-c6b3-4a11-9da2-db5865d69a27,546,ES-DATA-es-k97a42iz-2_系统盘_es-k97a42iz-ES-DATA,infra-logging-monitoring
8e64c2ff-628f-47d0-b044-edbcf33dadcc,748,ES-DATA-es-k9qo8sg0-2_数据盘_1_es-k9qo8sg0-ES-DATA,infra-logging-monitoring
04069898-25c2-4dd1-bdd1-0fe3d5bf487b,578,ES-DATA-es-k9qo8sg0-2_系统盘_es-k9qo8sg0-ES-DATA,infra-logging-monitoring
95caf3c8-cf77-4eef-8261-20b192af52ac,538,ES-DATA-es-ka93jxah-2_数据盘_1_es-ka93jxah-ES-DATA,infra-logging-monitoring
b47e92a4-46aa-4391-a30d-5a2ad839d3ac,532,ES-DATA-es-ka93jxah-2_系统盘_es-ka93jxah-ES-DATA,infra-logging-monitoring
400bfb37-d4a3-40c0-a8a9-4f69243aaa7f,565,ES-DATA-es-kc0ey3d5-1_ES-DATA-es-kc0ey3d5-{R:1}_DATA_DISK_1_es-kc0ey3d5-ES-DATA,infra-logging-monitoring
4a78ea25-ca5a-4309-b405-60a30671f9fa,407,ES-DATA-es-kc0ey3d5-1_系统盘_es-kc0ey3d5-ES-DATA,infra-logging-monitoring
aa5c3ed5-7729-460d-851f-5b7881cfa22b,400,ES-DATA-es-kcqfodac-1_ES-DATA-es-kcqfodac-{R:1}_DATA_DISK_1_es-kcqfodac-ES-DATA,infra-logging-monitoring
b9c14c8e-6a4c-486e-8b69-a60762870101,578,ES-DATA-es-kcqfodac-1_系统盘_es-kcqfodac-ES-DATA,infra-logging-monitoring
aee6fb7a-ba85-4fcb-b0e2-ef321594520f,565,ES-DATA-es-kdg19vpg-1_数据盘_1_es-kdg19vpg-ES-DATA,infra-logging-monitoring
50846d4f-e766-4b08-9ccc-4b970b8e1102,609,ES-DATA-es-kdg19vpg-1_系统盘_es-kdg19vpg-ES-DATA,infra-logging-monitoring
551d0299-e1dc-45cc-9862-fc53c822dbc0,456,ES-DATA-es-kdotb3zi-1_数据盘_1_es-kdotb3zi-ES-DATA,infra-logging-monitoring
780a1f46-2efd-4fa1-9cf8-33cbf26d8721,486,ES-DATA-es-kdotb3zi-1_系统盘_es-kdotb3zi-ES-DATA,infra-logging-monitoring
3bf482f6-97fd-49ef-ab67-35a0c70fb1a5,588,ES-DATA-es-ke7aprcv-1_ES-DATA-es-ke7aprcv-{R:1}_DATA_DISK_1_es-ke7aprcv-ES-DATA,infra-logging-monitoring
65cb2ce9-dfcc-4dfe-a1c9-8af17d37d31b,414,ES-DATA-es-ke7aprcv-1_系统盘_es-ke7aprcv-ES-DATA,infra-logging-monitoring
66857e7e-ec67-4149-9cc2-1a7781671b51,458,ES-DATA-es-keq0uu80-1_数据盘_1_es-keq0uu80-ES-DATA,infra-logging-monitoring
1967f228-7b81-4fd1-94e0-81b54d98c2a1,476,ES-DATA-es-keq0uu80-1_系统盘_es-keq0uu80-ES-DATA,infra-logging-monitoring
a62ef1a7-0b27-4b77-bd90-f794cd4e7c1e,414,ES-DATA-es-kh2jatdz-1_数据盘_1_es-kh2jatdz-ES-DATA,infra-logging-monitoring
bfd25056-04fb-499d-9226-170c09b9c828,662,ES-DATA-es-kh2jatdz-1_系统盘_es-kh2jatdz-ES-DATA,infra-logging-monitoring
440ae1c8-e736-46f4-aea3-27f938f958d8,704,ES-DATA-es-khf2bone-1_数据盘_1_es-khf2bone-ES-DATA,infra-logging-monitoring
af1d1424-30be-4587-9d65-b7440cfb05ac,606,ES-DATA-es-khf2bone-1_系统盘_es-khf2bone-ES-DATA,infra-logging-monitoring
6b53874e-b810-400a-b96a-fceb5bd4dd7a,656,ES-DATA-es-khv6wu1u-1_ES-DATA-es-khv6wu1u-{R:1}_DATA_DISK_1_es-khv6wu1u-ES-DATA,infra-logging-monitoring
d46d9bae-30ae-44e7-8347-6d09b37a7a2b,546,ES-DATA-es-khv6wu1u-1_系统盘_es-khv6wu1u-ES-DATA,infra-logging-monitoring
18fc388f-a113-480a-9716-d42d3a01e0a4,566,ES-DATA-es-kiekvhpm-1_ES-DATA-es-kiekvhpm-{R:1}_DATA_DISK_1_es-kiekvhpm-ES-DATA,infra-logging-monitoring
1a39017b-5eb5-47ba-a731-ea4298336a2e,487,ES-DATA-es-kiekvhpm-1_系统盘_es-kiekvhpm-ES-DATA,infra-logging-monitoring
a47718af-c384-4671-9556-d5d0dbc48afa,656,ES-DATA-es-kithq1ou-1_ES-DATA-es-kithq1ou-{R:1}_DATA_DISK_1_es-kithq1ou-ES-DATA,infra-logging-monitoring
b2b7e6f0-96e2-4a61-8159-a882f641173f,532,ES-DATA-es-kithq1ou-1_系统盘_es-kithq1ou-ES-DATA,infra-logging-monitoring
f5209fcd-6967-49f3-a80c-28c726f70b0c,570,ES-DATA-es-kk14qwww-1_ES-DATA-es-kk14qwww-{R:1}_DATA_DISK_1_es-kk14qwww-ES-DATA,infra-logging-monitoring
0f1453be-9a53-4a08-bf12-cd7e3afafa44,560,ES-DATA-es-kk14qwww-1_系统盘_es-kk14qwww-ES-DATA,infra-logging-monitoring
8b7d60ac-f3ed-4675-8332-143036b5e709,565,ES-DATA-es-kkvzfrii-1_ES-DATA-es-kkvzfrii-{R:1}_DATA_DISK_1_es-kkvzfrii-ES-DATA,infra-logging-monitoring
f8af0fbb-9293-4185-b21f-7c4414b85366,570,ES-DATA-es-kkvzfrii-1_系统盘_es-kkvzfrii-ES-DATA,infra-logging-monitoring
4acb5563-d9b3-4776-86a8-dd3b2ad325cb,568,ES-DATA-es-knsjy1u5-16_数据盘_1_es-knsjy1u5-ES-DATA,infra-database
b059a3de-4193-458b-a55f-4c97170a51b6,486,ES-DATA-es-knsjy1u5-16_系统盘_es-knsjy1u5-ES-DATA,infra-logging-monitoring
05fcd454-18fa-4fcb-b47b-25f8f959d35a,568,ES-DATA-es-knsjy1u5-23_ES-DATA-es-knsjy1u5-{R:16}_DATA_DISK_1_es-knsjy1u5-ES-DATA,infra-logging-monitoring
c5b87e8b-9522-40c5-af6e-048c2f3e566e,650,ES-DATA-es-knsjy1u5-45_数据盘_1_es-knsjy1u5-ES-DATA_数据盘,infra-logging-monitoring
a443c903-6e72-4eb9-a43a-46e38d192643,589,ES-DATA-es-knu74mug-1_ES-DATA-es-knu74mug-{R:1}_DATA_DISK_1_es-knu74mug-ES-DATA,infra-logging-monitoring
9ff8e1e5-33a0-4340-b4b6-badb69c92ce2,529,ES-DATA-es-knu74mug-1_系统盘_es-knu74mug-ES-DATA,infra-logging-monitoring
40624f14-f540-4e09-9e87-bb373a9d063e,565,ES-DATA-es-ko9cob0i-1_ES-DATA-es-ko9cob0i-{R:1}_DATA_DISK_1_es-ko9cob0i-ES-DATA,infra-logging-monitoring
5cb054b2-17c0-4b65-a879-e243afc78fc4,610,ES-DATA-es-ko9cob0i-1_系统盘_es-ko9cob0i-ES-DATA,infra-logging-monitoring
bd0fe065-3bd1-4a1c-b2d4-4a54fd157246,604,ES-DATA-es-kosy0r9p-1_ES-DATA-es-kosy0r9p-{R:1}_DATA_DISK_1_es-kosy0r9p-ES-DATA,infra-logging-monitoring
3371d1b0-c347-4b9a-a7fc-b30e63c7482f,570,ES-DATA-es-kosy0r9p-1_系统盘_es-kosy0r9p-ES-DATA,infra-logging-monitoring
3a7f4386-8205-4d39-87e6-9cfb88e39853,478,ES-DATA-es-ks8dsw0y-1_ES-DATA-es-ks8dsw0y-{R:1}_DATA_DISK_1_es-ks8dsw0y-ES-DATA,infra-database
709c6cdc-c409-400f-bcd5-1348d3cf8286,406,ES-DATA-es-ks8dsw0y-1_系统盘_es-ks8dsw0y-ES-DATA,infra-database
70f13ae4-c22a-4e27-82a1-452a001c366a,538,ES-DATA-es-kuyalny9-12_ES-DATA-es-kuyalny9-{R:1}_DATA_DISK_1_es-kuyalny9-ES-DATA,infra-logging-monitoring
25d1a5c2-6e56-429d-bdcc-884a321b705a,529,ES-DATA-es-kuyalny9-12_系统盘_es-kuyalny9-ES-DATA,infra-logging-monitoring
fc3bd06c-5b96-4b00-a935-8fa44a4fc9b9,704,ES-DATA-es-kvoh7zib-2_数据盘_1_es-kvoh7zib-ES-DATA,infra-logging-monitoring
07acf13f-103f-43fa-8a21-47926b0027cc,604,ES-DATA-es-kvoh7zib-2_系统盘_es-kvoh7zib-ES-DATA,infra-database
e594aeda-71de-4cb0-9578-9e22d88aa0ab,588,ES-DATA-es-kxgpg8ko-10_ES-DATA-es-kxgpg8ko-{R:1}_DATA_DISK_1_es-kxgpg8ko-ES-DATA,infra-logging-monitoring
d75432e9-f376-48d2-9874-69299fcbc10e,602,ES-DATA-es-kxgpg8ko-10_系统盘_es-kxgpg8ko-ES-DATA,infra-logging-monitoring
3af351eb-5b93-467a-90ae-bbdb023d8f17,413,ES-DATA-es-kyermux4-1_ES-DATA-es-kyermux4-{R:1}_DATA_DISK_1_es-kyermux4-ES-DATA,infra-database
96b691cb-e805-4bb4-9419-bfac46a44d5a,532,ES-DATA-es-kyermux4-1_系统盘_es-kyermux4-ES-DATA,infra-logging-monitoring
02d260c0-1110-47ec-8e8a-40adf399ce2c,656,ES-DATA-es-l0v7ugav-1_ES-DATA-es-l0v7ugav-{R:1}_DATA_DISK_1_es-l0v7ugav-ES-DATA,infra-database
9f14ec78-ce02-4aea-8e81-296283430ec2,653,ES-DATA-es-l0v7ugav-1_系统盘_es-l0v7ugav-ES-DATA,infra-logging-monitoring
cde212f7-f9c2-40ac-b267-2a6ba95bdb1e,400,ES-DATA-es-l2cqa1in-2_ES-DATA-es-l2cqa1in-{R:2}_DATA_DISK_1_es-l2cqa1in-ES-DATA,infra-logging-monitoring
f4c2ec16-4b59-4edb-840f-f9720e632382,606,ES-DATA-es-l2cqa1in-2_系统盘_es-l2cqa1in-ES-DATA,infra-logging-monitoring
75fcc38c-6327-48ff-99fc-26645199a05c,588,ES-DATA-es-l2kklq83-7_ES-DATA-es-l2kklq83-{R:7}_DATA_DISK_1_es-l2kklq83-ES-DATA,infra-logging-monitoring
2b0dd90f-fe0c-444d-8e18-273a41c3c72e,486,ES-DATA-es-l2kklq83-7_系统盘_es-l2kklq83-ES-DATA,infra-logging-monitoring
9263da9c-d225-4645-980c-6cca067a0638,400,ES-DATA-es-l69lti7j-2_ES-DATA-es-l69lti7j-{R:2}_DATA_DISK_1_es-l69lti7j-ES-DATA,infra-logging-monitoring
1a112a85-e35d-402d-a278-c0b8109713f5,561,ES-DATA-es-l69lti7j-2_系统盘_es-l69lti7j-ES-DATA,infra-logging-monitoring
d92c3900-df61-40ac-b79d-b39137b218c5,567,ES-DATA-es-l6i2lgsi-4_数据盘_1_es-l6i2lgsi-ES-DATA,infra-logging-monitoring
306b7ae5-2be5-499a-83c9-061cb1762f27,560,ES-DATA-es-l6i2lgsi-4_系统盘_es-l6i2lgsi-ES-DATA,infra-logging-monitoring
794c7bca-0cdc-49c6-9eb3-5d7d98c9b8c2,605,ES-DATA-es-l88jbz66-1_ES-DATA-es-l88jbz66-{R:1}_DATA_DISK_1_es-l88jbz66-ES-DATA,infra-database
4cf222a2-ffef-4fe8-9e84-fdaa4fa893b8,401,ES-DATA-es-l88jbz66-1_系统盘_es-l88jbz66-ES-DATA,infra-logging-monitoring
da3c59ff-a3d8-408b-a526-960ec836490b,564,ES-DATA-es-l8y0tyku-1_数据盘_1_es-l8y0tyku-ES-DATA,infra-logging-monitoring
e669ca1a-d0ed-474a-a3d5-879276bbaad1,602,ES-DATA-es-l8y0tyku-1_系统盘_es-l8y0tyku-ES-DATA,infra-logging-monitoring
2ac44028-ba1a-48ea-92f6-f5d2c3ca7ad1,518,ES-DATA-es-l9zcrouh-2_数据盘_1_es-l9zcrouh-ES-DATA,infra-logging-monitoring
d7b32b29-d062-4d7f-a25b-c646dff28a1d,652,ES-DATA-es-l9zcrouh-2_系统盘_es-l9zcrouh-ES-DATA,infra-logging-monitoring
7226e4e8-e8cb-4f76-9dbb-a002fafd36ff,538,ES-DATA-es-lbg4kp8p-3_数据盘_1_es-lbg4kp8p-ES-DATA,infra-logging-monitoring
d6f0c99b-43c7-4c3d-af20-06558fcfbf60,609,ES-DATA-es-lbg4kp8p-3_系统盘_es-lbg4kp8p-ES-DATA,infra-logging-monitoring
2a6f6d1c-86d9-46ff-8f9c-3aa1193ff81b,406,ES-DATA-es-lbgz2oi0-1_系统盘_es-lbgz2oi0-ES-DATA,infra-logging-monitoring
eb0e50b2-07cf-41b6-9c51-efa157787161,532,ES-DATA-es-lcex5lwu-1_ES-DATA-es-lcex5lwu-{R:1}_DATA_DISK_1_es-lcex5lwu-ES-DATA,infra-logging-monitoring
814a84b7-ff1c-4d54-8704-0c937e37f180,486,ES-DATA-es-lcex5lwu-1_系统盘_es-lcex5lwu-ES-DATA,infra-logging-monitoring
d1260328-28b7-4a3f-b796-6097ea76c54b,405,ES-DATA-es-ld5gcn5u-1_系统盘_es-ld5gcn5u-ES-DATA,infra-logging-monitoring
